X1,X2,X3,geometry,long,lat
1.0384610113913335,0.1312597151826579,-0.2690720105451264,"Ngon(Point(50.0, 7.0), Point(51.0, 7.0), Point(51.0, 8.0), Point(50.0, 8.0))",50.0,7.0
1.7344550179373213,-0.3435331873391725,0.7320776377100604,"Ngon(Point(42.0, 33.0), Point(43.0, 33.0), Point(43.0, 34.0), Point(42.0, 34.0))",42.0,33.0
-0.7427220021371937,-0.1163465881740849,1.4137455469340443,"Ngon(Point(33.0, 35.0), Point(34.0, 35.0), Point(34.0, 36.0), Point(33.0, 36.0))",33.0,35.0
0.293320339062601,0.1004831824705958,-0.9186069144009402,"Ngon(Point(2.0, 4.0), Point(3.0, 4.0), Point(3.0, 5.0), Point(2.0, 5.0))",2.0,4.0
-0.3848316813985808,1.0946796284041125,0.9166989044063684,"Ngon(Point(1.0, 37.0), Point(2.0, 37.0), Point(2.0, 38.0), Point(1.0, 38.0))",1.0,37.0
-0.3846154291635104,-2.1786008849015546,-0.1792821839007869,"Ngon(Point(53.0, 42.0), Point(54.0, 42.0), Point(54.0, 43.0), Point(53.0, 43.0))",53.0,42.0
-1.2072401641658177,1.1373610585254466,1.7619555692865054,"Ngon(Point(28.0, 28.0), Point(29.0, 28.0), Point(29.0, 29.0), Point(28.0, 29.0))",28.0,28.0
0.7392854655262611,0.9846414465915546,-0.636305623867578,"Ngon(Point(48.0, 12.0), Point(49.0, 12.0), Point(49.0, 13.0), Point(48.0, 13.0))",48.0,12.0
1.7866140800446348,-1.010995542737221,0.2050417103005944,"Ngon(Point(28.0, 2.0), Point(29.0, 2.0), Point(29.0, 3.0), Point(28.0, 3.0))",28.0,2.0
-0.1135045228209023,-0.6278487838010486,1.7706210085609724,"Ngon(Point(17.0, 32.0), Point(18.0, 32.0), Point(18.0, 33.0), Point(17.0, 33.0))",17.0,32.0
0.7321827094520176,0.9377945181601792,-1.41877485869508,"Ngon(Point(58.0, 17.0), Point(59.0, 17.0), Point(59.0, 18.0), Point(58.0, 18.0))",58.0,17.0
-0.7431159892300451,0.109057190377566,-0.9755218645100072,"Ngon(Point(2.0, 58.0), Point(3.0, 58.0), Point(3.0, 59.0), Point(2.0, 59.0))",2.0,58.0
1.172248113250168,0.1049718665597487,-0.7031382173861473,"Ngon(Point(43.0, 15.0), Point(44.0, 15.0), Point(44.0, 16.0), Point(43.0, 16.0))",43.0,15.0
-0.3480410877538638,-0.3470198876880256,-0.6518502324515875,"Ngon(Point(2.0, 48.0), Point(3.0, 48.0), Point(3.0, 49.0), Point(2.0, 49.0))",2.0,48.0
1.0745417278522251,-0.0630629893861108,0.121371418457165,"Ngon(Point(52.0, 39.0), Point(53.0, 39.0), Point(53.0, 40.0), Point(52.0, 40.0))",52.0,39.0
0.0352029693170288,0.7572845459158621,2.213480796579641,"Ngon(Point(26.0, 35.0), Point(27.0, 35.0), Point(27.0, 36.0), Point(26.0, 36.0))",26.0,35.0
1.5713616041445924,1.041256969524625,0.610016089399652,"Ngon(Point(38.0, 39.0), Point(39.0, 39.0), Point(39.0, 40.0), Point(38.0, 40.0))",38.0,39.0
-0.8849252881992927,1.010825351833089,1.4305555347544283,"Ngon(Point(23.0, 23.0), Point(24.0, 23.0), Point(24.0, 24.0), Point(23.0, 24.0))",23.0,23.0
-0.8104334338484737,-0.6218974719473418,-0.4787971292688031,"Ngon(Point(57.0, 59.0), Point(58.0, 59.0), Point(58.0, 60.0), Point(57.0, 60.0))",57.0,59.0
-0.3682066905627527,-0.3128722781633364,1.4742664864512622,"Ngon(Point(35.0, 49.0), Point(36.0, 49.0), Point(36.0, 50.0), Point(35.0, 50.0))",35.0,49.0
