X1,X2,X3,X4,X5,X6,geometry,long,lat
-0.069200982698193,-0.0420260775534387,1.9752238426839663,0.3501172488575396,9.22894117986792,5.193973596182984,"Ngon(Point(1.0, 38.0), Point(2.0, 38.0), Point(2.0, 39.0), Point(1.0, 39.0))",1.0,38.0
0.2421522801011,-0.4364262082422505,0.8412006001853893,0.2590788313206195,8.521969208078637,5.1294272908336165,"Ngon(Point(29.0, 27.0), Point(30.0, 27.0), Point(30.0, 28.0), Point(29.0, 28.0))",29.0,27.0
-0.7097820168282034,0.3445180278468546,0.6886199361195076,-0.1943339547408957,7.533985864495145,8.413332485434161,"Ngon(Point(21.0, 17.0), Point(22.0, 17.0), Point(22.0, 18.0), Point(21.0, 18.0))",21.0,17.0
0.4496477122501621,-0.8756796006344572,1.3049491349261342,0.7765702382836723,7.956548651053714,8.631752783199719,"Ngon(Point(23.0, 30.0), Point(24.0, 30.0), Point(24.0, 31.0), Point(23.0, 31.0))",23.0,30.0
-0.2073632562660226,0.2879268389827955,-0.2058660594297805,3.09816290242179,8.380045430544783,8.278117051362106,"Ngon(Point(10.0, 45.0), Point(11.0, 45.0), Point(11.0, 46.0), Point(10.0, 46.0))",10.0,45.0
-0.9443471750638698,-0.2424732497217215,0.4300205004500816,0.4741857385041036,5.922355149653576,6.525291741532233,"Ngon(Point(46.0, 36.0), Point(47.0, 36.0), Point(47.0, 37.0), Point(46.0, 37.0))",46.0,36.0
-0.4220631553136563,-0.1349418747355827,2.2279915452686283,0.0767229112556338,7.636206942201666,7.031466139865263,"Ngon(Point(53.0, 34.0), Point(54.0, 34.0), Point(54.0, 35.0), Point(53.0, 35.0))",53.0,34.0
-1.141934943345243,-0.3712327120210622,-0.7088174648966163,1.260101664141383,7.721722696419631,7.1375110053258,"Ngon(Point(55.0, 33.0), Point(56.0, 33.0), Point(56.0, 34.0), Point(55.0, 34.0))",55.0,33.0
0.4758401940661882,0.772865834394726,1.3453161278008552,0.285545741640967,6.268211100801083,6.228199354214325,"Ngon(Point(21.0, 9.0), Point(22.0, 9.0), Point(22.0, 10.0), Point(21.0, 10.0))",21.0,9.0
0.706321336556257,1.297513487057916,0.2238316231677443,1.090707007525859,7.70149150080332,6.772034627495301,"Ngon(Point(31.0, 36.0), Point(32.0, 36.0), Point(32.0, 37.0), Point(31.0, 37.0))",31.0,36.0
0.6247691410522228,-0.2004719521290084,-0.5254286715740595,2.187883014761136,6.742533913334482,6.531452667672482,"Ngon(Point(12.0, 27.0), Point(13.0, 27.0), Point(13.0, 28.0), Point(12.0, 28.0))",12.0,27.0
-0.0104279341036869,-0.956358621573242,1.2936993476537846,-0.3426778494529805,6.587425172890441,7.351910102265019,"Ngon(Point(8.0, 36.0), Point(9.0, 36.0), Point(9.0, 37.0), Point(8.0, 37.0))",8.0,36.0
0.0333955146376325,0.5216325635409115,0.5656933887236133,0.259674070198898,7.203992139559388,5.951255974561516,"Ngon(Point(20.0, 22.0), Point(21.0, 22.0), Point(21.0, 23.0), Point(20.0, 23.0))",20.0,22.0
0.446936471744655,0.0854410696435695,2.3318710594478764,-0.7903968939889379,7.896007407593555,5.409496928172918,"Ngon(Point(29.0, 54.0), Point(30.0, 54.0), Point(30.0, 55.0), Point(29.0, 55.0))",29.0,54.0
-0.6592084272469169,0.0898277056813914,0.3323074218027874,0.7298356190705398,5.6393604322216415,8.277397281121445,"Ngon(Point(16.0, 34.0), Point(17.0, 34.0), Point(17.0, 35.0), Point(16.0, 35.0))",16.0,34.0
-0.4172673691908866,0.5234497331228565,1.1228856498320858,-0.000264872247742,7.325628824322213,5.278685321380984,"Ngon(Point(15.0, 32.0), Point(16.0, 32.0), Point(16.0, 33.0), Point(15.0, 33.0))",15.0,32.0
-0.2395452452896451,0.3423860643369887,2.7058759840122497,2.2477019228929374,7.103163684165197,7.358844494152708,"Ngon(Point(34.0, 14.0), Point(35.0, 14.0), Point(35.0, 15.0), Point(34.0, 15.0))",34.0,14.0
-0.7218797121158573,0.4928833223426249,0.999284268371551,0.5743656382811555,7.111996121594303,7.763735045979747,"Ngon(Point(11.0, 23.0), Point(12.0, 23.0), Point(12.0, 24.0), Point(11.0, 24.0))",11.0,23.0
-0.2275729158624864,0.4120255508848664,1.589052796231151,0.7362554063526237,5.5313749779575705,8.042428525051035,"Ngon(Point(1.0, 33.0), Point(2.0, 33.0), Point(2.0, 34.0), Point(1.0, 34.0))",1.0,33.0
-0.3687555152675763,0.0119893560616915,0.1608671208388813,1.2630679532211475,5.781569107906256,5.626576340618715,"Ngon(Point(50.0, 26.0), Point(51.0, 26.0), Point(51.0, 27.0), Point(50.0, 27.0))",50.0,26.0
1.021468999020026,0.7481819119075207,-0.0744244163335412,3.01393626822913,8.259697493337848,7.978916676433865,"Ngon(Point(45.0, 54.0), Point(46.0, 54.0), Point(46.0, 55.0), Point(45.0, 55.0))",45.0,54.0
-0.3883714385512337,1.1027210656479804,2.8430898291051125,0.5524834038591855,8.005077319424277,6.499332903672729,"Ngon(Point(17.0, 41.0), Point(18.0, 41.0), Point(18.0, 42.0), Point(17.0, 42.0))",17.0,41.0
