"","x"
"1",3
"2",9
"3",2
"4",3
"5",9
"6",5
"7",2
"8",9
"9",2
"10",2
"11",9
"12",3
"13",1
"14",2
"15",9
"16",2
"17",9
"18",3
"19",3
"20",5
"21",5
"22",2
"23",3
"24",2
"25",2
"26",3
"27",1
"28",5
"29",3
"30",3
"31",3
"32",5
"33",1
"34",9
"35",3
"36",6
"37",6
"38",9
"39",5
"40",3
"41",3
"42",2
"43",9
"44",3
"45",6
"46",2
"47",9
"48",5
"49",2
"50",3
"51",1
"52",2
"53",2
"54",5
"55",9
"56",9
"57",3
"58",5
"59",5
"60",9
"61",3
"62",5
"63",5
"64",1
"65",2
"66",9
"67",2
"68",1
"69",3
"70",5
"71",9
"72",3
"73",2
"74",3
"75",5
"76",5
"77",2
"78",5
"79",2
"80",2
"81",3
"82",2
"83",5
"84",9
"85",3
"86",3
"87",3
"88",2
"89",3
"90",2
"91",3
"92",2
"93",5
"94",5
"95",5
"96",3
"97",2
"98",9
"99",5
"100",3
"101",3
"102",1
"103",5
"104",5
"105",3
"106",3
"107",5
"108",2
"109",2
"110",2
"111",5
"112",2
"113",5
"114",3
"115",9
"116",2
"117",2
"118",3
"119",2
"120",5
"121",2
"122",6
"123",9
"124",2
"125",5
"126",2
"127",1
"128",3
"129",5
"130",2
"131",9
"132",5
"133",2
"134",5
"135",5
"136",3
"137",3
"138",2
"139",1
"140",2
"141",9
"142",1
"143",2
"144",5
"145",9
"146",5
"147",9
"148",3
"149",3
"150",5
"151",3
"152",5
"153",2
"154",2
"155",6
"156",3
"157",5
"158",9
"159",3
"160",3
"161",2
"162",2
"163",5
"164",5
"165",2
"166",1
"167",5
"168",2
"169",1
"170",2
"171",3
"172",2
"173",1
"174",9
"175",5
"176",9
"177",9
"178",9
"179",1
"180",5
"181",2
"182",6
"183",5
"184",2
"185",3
"186",5
"187",3
"188",2
"189",5
"190",9
"191",5
"192",5
"193",2
"194",3
"195",6
"196",9
"197",5
"198",3
"199",3
"200",2
"201",3
"202",2
"203",1
"204",5
"205",3
"206",2
"207",3
"208",2
"209",5
"210",5
"211",2
"212",3
"213",5
"214",5
"215",2
"216",2
"217",5
"218",6
"219",3
"220",5
"221",9
"222",3
"223",2
"224",5
"225",5
"226",2
"227",2
"228",2
"229",2
"230",3
"231",9
"232",3
"233",2
"234",5
"235",1
"236",3
"237",3
"238",1
"239",3
"240",5
"241",2
"242",5
"243",9
"244",3
"245",1
"246",3
"247",3
"248",2
"249",3
"250",3
"251",5
"252",1
"253",5
"254",9
"255",5
"256",3
"257",5
"258",5
"259",3
"260",6
"261",9
"262",3
"263",9
"264",3
"265",9
"266",9
"267",5
"268",3
"269",3
"270",1
"271",3
"272",5
"273",3
"274",1
"275",2
"276",2
"277",1
"278",3
"279",2
"280",3
"281",3
"282",9
"283",2
"284",5
"285",1
"286",2
"287",3
"288",3
"289",1
"290",5
"291",3
"292",3
"293",2
"294",3
"295",5
"296",3
"297",9
"298",1
"299",6
"300",2
"301",5
"302",2
"303",2
"304",2
"305",2
"306",5
"307",2
"308",5
"309",3
"310",2
"311",5
"312",1
"313",5
"314",2
"315",2
"316",9
"317",9
"318",3
"319",5
"320",2
"321",6
"322",2
"323",9
"324",2
"325",3
"326",3
"327",2
"328",5
"329",5
"330",2
"331",9
"332",2
"333",3
"334",3
"335",1
"336",3
"337",5
"338",2
"339",2
"340",2
"341",3
"342",5
"343",1
"344",5
"345",3
"346",3
"347",3
"348",9
"349",5
"350",2
"351",3
"352",5
"353",5
"354",3
"355",5
"356",2
"357",9
"358",9
"359",2
"360",2
"361",2
"362",3
"363",2
"364",3
"365",3
"366",4
"367",9
"368",5
"369",2
"370",5
"371",3
"372",3
"373",3
"374",1
"375",9
"376",5
"377",9
"378",2
"379",3
"380",2
"381",3
"382",2
"383",9
"384",9
"385",5
"386",3
"387",3
"388",2
"389",3
"390",5
"391",2
"392",3
"393",3
"394",3
"395",3
"396",5
"397",2
"398",2
"399",3
"400",2
"401",1
"402",5
"403",6
"404",3
"405",9
"406",2
"407",2
"408",5
"409",3
"410",5
"411",2
"412",9
"413",3
"414",3
"415",3
"416",5
"417",2
"418",3
"419",3
"420",5
"421",2
"422",5
"423",3
"424",5
"425",3
"426",3
"427",9
"428",3
"429",3
"430",3
"431",3
"432",3
"433",9
"434",1
"435",2
"436",5
"437",5
"438",2
"439",2
"440",3
"441",9
"442",5
"443",5
"444",2
"445",3
"446",9
"447",6
"448",3
"449",2
"450",9
"451",3
"452",9
"453",2
"454",3
"455",5
"456",3
"457",5
"458",5
"459",3
"460",2
"461",1
"462",2
"463",3
"464",3
"465",5
"466",2
"467",5
"468",3
"469",2
"470",3
"471",3
"472",9
"473",2
"474",2
"475",5
"476",5
"477",2
"478",9
"479",9
"480",5
"481",9
"482",3
"483",9
"484",5
"485",9
"486",1
"487",5
"488",3
"489",5
"490",3
"491",5
"492",2
"493",9
"494",3
"495",9
"496",3
"497",2
"498",2
"499",2
"500",3
"501",1
"502",2
"503",2
"504",9
"505",9
"506",3
"507",5
"508",5
"509",9
"510",9
"511",9
"512",3
"513",5
"514",5
"515",2
"516",5
"517",3
"518",1
"519",3
"520",2
"521",2
"522",2
"523",3
"524",2
"525",2
"526",2
"527",3
"528",5
"529",5
"530",9
"531",3
"532",2
"533",5
"534",2
"535",1
"536",5
"537",3
"538",2
"539",2
"540",1
"541",2
"542",1
"543",3
"544",3
"545",2
"546",6
"547",3
"548",9
"549",2
"550",3
"551",2
"552",2
"553",3
"554",6
"555",1
"556",1
"557",6
"558",2
"559",1
"560",2
"561",3
"562",2
"563",7
"564",8
"565",3
"566",3
"567",3
"568",3
"569",5
"570",2
"571",5
"572",2
"573",3
"574",1
"575",3
"576",5
"577",3
"578",5
"579",9
"580",2
"581",5
"582",9
"583",5
"584",1
"585",2
"586",5
"587",2
"588",2
"589",2
"590",3
"591",3
"592",3
"593",3
"594",2
"595",3
"596",5
"597",2
"598",1
"599",9
"600",9
"601",3
"602",2
"603",9
"604",3
"605",3
"606",1
"607",3
"608",3
"609",2
"610",9
"611",3
"612",5
"613",1
"614",2
"615",9
"616",2
"617",3
"618",3
"619",3
"620",5
"621",3
"622",3
"623",3
"624",3
"625",9
"626",3
"627",2
"628",5
"629",1
"630",3
"631",5
"632",3
"633",1
"634",5
"635",5
"636",2
"637",2
"638",3
"639",5
"640",3
"641",2
"642",9
"643",5
"644",5
"645",5
"646",2
"647",6
"648",5
"649",5
"650",3
"651",3
"652",9
"653",2
"654",5
"655",5
"656",3
"657",9
"658",9
"659",5
"660",5
"661",3
"662",5
"663",3
"664",9
"665",5
"666",5
"667",2
"668",3
"669",3
"670",2
"671",5
"672",3
"673",2
"674",3
"675",5
"676",2
"677",5
"678",2
"679",5
"680",5
"681",2
"682",1
"683",2
"684",3
"685",3
"686",3
"687",2
"688",9
"689",3
"690",5
"691",2
"692",9
"693",9
"694",2
"695",3
"696",9
"697",2
"698",9
"699",5
"700",3
"701",9
"702",3
"703",9
"704",6
"705",2
"706",1
"707",5
"708",3
"709",3
"710",2
"711",3
"712",5
"713",9
"714",5
"715",2
"716",3
"717",3
"718",1
"719",6
"720",2
"721",6
"722",5
"723",3
"724",9
"725",9
"726",2
"727",6
"728",5
"729",3
"730",2
"731",3
"732",5
"733",5
"734",8
"735",5
"736",5
"737",5
"738",2
"739",3
"740",1
"741",2
"742",3
"743",3
"744",2
"745",9
"746",9
"747",1
"748",5
"749",3
"750",3
"751",2
"752",3
"753",9
"754",2
"755",3
"756",1
"757",3
"758",6
"759",2
"760",6
"761",2
"762",1
"763",3
"764",3
"765",2
"766",9
"767",6
"768",5
"769",3
"770",1
"771",2
"772",2
"773",5
"774",1
"775",9
"776",5
"777",1
"778",3
"779",3
"780",3
"781",1
"782",1
"783",2
"784",3
"785",9
"786",3
"787",2
"788",2
"789",9
"790",5
"791",2
"792",8
"793",3
"794",1
"795",5
"796",5
"797",6
"798",2
"799",3
"800",3
"801",5
"802",3
"803",3
"804",5
"805",5
"806",3
"807",3
"808",3
"809",5
"810",2
"811",9
"812",3
"813",2
"814",3
"815",2
"816",9
"817",2
"818",2
"819",3
"820",5
"821",1
"822",6
"823",2
"824",3
"825",3
"826",9
"827",2
"828",3
"829",1
"830",3
"831",3
"832",1
"833",5
"834",5
"835",3
"836",3
"837",3
"838",3
"839",5
"840",3
"841",9
"842",3
"843",2
"844",9
"845",5
"846",5
"847",9
"848",2
"849",1
"850",1
"851",3
"852",2
"853",3
"854",3
"855",5
"856",5
"857",5
"858",3
"859",3
"860",2
"861",3
"862",3
"863",5
"864",3
"865",8
"866",2
"867",3
"868",3
"869",1
"870",3
"871",5
"872",5
"873",5
"874",3
"875",5
"876",1
"877",9
"878",3
"879",1
"880",3
"881",3
"882",2
"883",5
"884",2
"885",3
"886",5
"887",5
"888",2
"889",9
"890",9
"891",1
"892",6
"893",2
"894",9
"895",5
"896",2
"897",5
"898",3
"899",9
"900",9
"901",3
"902",1
"903",3
"904",5
"905",3
"906",3
"907",9
"908",3
"909",2
"910",2
"911",3
"912",2
"913",5
"914",3
"915",9
"916",3
"917",5
"918",5
"919",5
"920",3
"921",3
"922",1
"923",3
"924",9
"925",2
"926",3
"927",5
"928",1
"929",3
"930",3
"931",5
"932",5
"933",2
"934",9
"935",2
"936",3
"937",1
"938",1
"939",2
"940",3
"941",9
"942",3
"943",3
"944",5
"945",5
"946",9
"947",3
"948",3
"949",5
"950",3
"951",2
"952",2
"953",1
"954",8
"955",3
"956",5
"957",2
"958",2
"959",3
"960",5
"961",9
"962",9
"963",5
"964",3
"965",5
"966",5
"967",9
"968",5
"969",3
"970",5
"971",1
"972",2
"973",5
"974",5
"975",3
"976",9
"977",1
"978",3
"979",3
"980",3
"981",3
"982",2
"983",5
"984",9
"985",9
"986",1
"987",5
"988",9
"989",9
"990",5
"991",3
"992",5
"993",2
"994",2
"995",2
"996",3
"997",1
"998",2
"999",5
"1000",1
"1001",3
"1002",3
"1003",2
"1004",3
"1005",5
"1006",9
"1007",3
"1008",2
"1009",5
"1010",1
"1011",1
"1012",2
"1013",9
"1014",3
"1015",3
"1016",5
"1017",1
"1018",2
"1019",1
"1020",2
"1021",5
"1022",3
"1023",3
"1024",4
"1025",1
"1026",2
"1027",2
"1028",5
"1029",2
"1030",2
"1031",5
"1032",5
"1033",3
"1034",5
"1035",2
"1036",3
"1037",5
"1038",9
"1039",3
"1040",5
"1041",2
"1042",6
"1043",5
"1044",5
"1045",3
"1046",9
"1047",9
"1048",1
"1049",5
"1050",9
"1051",3
"1052",5
"1053",1
"1054",3
"1055",2
"1056",9
"1057",3
"1058",2
"1059",2
"1060",5
"1061",2
"1062",3
"1063",3
"1064",3
