"","x"
"1",2
"2",1
"3",8
"4",2
"5",3
"6",2
"7",2
"8",1
"9",4
"10",1
"11",2
"12",2
"13",1
"14",2
"15",2
"16",8
"17",4
"18",4
"19",3
"20",4
"21",7
"22",8
"23",1
"24",2
"25",2
"26",1
"27",7
"28",1
"29",4
"30",1
"31",4
"32",4
"33",1
"34",8
"35",1
"36",2
"37",1
"38",1
"39",4
"40",1
"41",7
"42",7
"43",1
"44",2
"45",1
"46",1
"47",7
"48",1
"49",4
"50",1
"51",8
"52",2
"53",2
"54",7
"55",7
"56",1
"57",3
"58",2
"59",4
"60",8
"61",4
"62",4
"63",4
"64",4
"65",4
"66",4
"67",1
"68",2
"69",4
"70",8
"71",8
"72",1
"73",1
"74",7
"75",1
"76",4
"77",1
"78",2
"79",1
"80",8
"81",2
"82",8
"83",2
"84",1
"85",1
"86",1
"87",2
"88",8
"89",1
"90",3
"91",4
"92",1
"93",7
"94",1
"95",4
"96",1
"97",7
"98",2
"99",2
"100",1
"101",7
"102",1
"103",1
"104",2
"105",2
"106",2
"107",2
"108",4
"109",1
"110",2
"111",2
"112",4
"113",1
"114",4
"115",1
"116",2
"117",8
"118",1
"119",1
"120",8
"121",2
"122",2
"123",7
"124",2
"125",8
"126",1
"127",1
"128",8
"129",1
"130",1
"131",1
"132",7
"133",2
"134",1
"135",8
"136",1
"137",1
"138",7
"139",1
"140",1
"141",4
"142",8
"143",3
"144",8
"145",1
"146",1
"147",7
"148",7
"149",2
"150",7
"151",3
"152",7
"153",4
"154",4
"155",2
"156",7
"157",4
"158",1
"159",1
"160",8
"161",8
"162",1
"163",8
"164",7
"165",1
"166",8
"167",8
"168",2
"169",4
"170",1
"171",4
"172",2
"173",1
"174",1
"175",7
"176",4
"177",4
"178",4
"179",1
"180",1
"181",1
"182",8
"183",7
"184",1
"185",4
"186",3
"187",1
"188",2
"189",2
"190",4
"191",2
"192",1
"193",7
"194",1
"195",7
"196",8
"197",1
"198",8
"199",8
"200",8
"201",7
"202",8
"203",4
"204",2
"205",1
"206",8
"207",1
"208",1
"209",1
"210",1
"211",1
"212",1
"213",7
"214",1
"215",4
"216",8
"217",1
"218",8
"219",1
"220",1
"221",2
"222",1
"223",8
"224",4
"225",7
"226",1
"227",1
"228",2
"229",1
"230",4
"231",8
"232",7
"233",1
"234",8
"235",2
"236",4
"237",7
"238",4
"239",8
"240",4
"241",2
"242",1
"243",4
"244",7
"245",2
"246",2
"247",2
"248",7
"249",8
"250",1
"251",8
"252",1
"253",8
"254",1
"255",1
"256",4
"257",7
"258",4
"259",4
"260",1
"261",2
"262",8
"263",8
"264",1
"265",4
"266",7
"267",1
"268",4
"269",8
"270",8
"271",1
"272",4
"273",7
"274",8
"275",2
"276",1
"277",7
"278",8
"279",2
"280",8
"281",1
"282",3
"283",8
"284",7
"285",1
"286",4
"287",2
"288",1
"289",8
"290",8
"291",7
"292",1
"293",8
"294",4
"295",2
"296",7
"297",2
"298",8
"299",2
"300",1
"301",1
"302",8
"303",1
"304",9
"305",2
"306",1
"307",4
"308",2
"309",3
"310",7
"311",8
"312",4
"313",1
"314",8
"315",1
"316",1
"317",8
"318",1
"319",8
"320",1
"321",2
"322",4
"323",7
"324",8
"325",1
"326",1
"327",1
"328",2
"329",2
"330",1
"331",8
"332",3
"333",4
"334",4
"335",8
"336",8
"337",2
"338",1
"339",4
"340",4
"341",1
"342",1
"343",1
"344",8
"345",2
"346",1
"347",1
"348",4
"349",4
"350",8
"351",4
"352",1
"353",4
"354",4
"355",2
"356",1
"357",2
"358",1
"359",4
"360",3
"361",2
"362",8
"363",4
"364",2
"365",2
"366",8
"367",4
"368",1
"369",8
"370",8
"371",8
"372",7
"373",4
"374",1
"375",1
"376",1
"377",8
"378",2
"379",1
"380",4
"381",4
"382",1
"383",1
"384",8
"385",2
"386",8
"387",4
"388",8
"389",1
"390",8
"391",2
"392",8
"393",7
"394",8
"395",7
"396",2
"397",4
"398",7
"399",4
"400",1
"401",7
"402",8
"403",1
"404",8
"405",2
"406",1
"407",1
"408",4
"409",8
"410",1
"411",1
"412",4
"413",1
"414",8
"415",8
"416",1
"417",7
"418",8
"419",1
"420",8
"421",7
"422",4
"423",1
"424",4
"425",8
"426",7
"427",1
"428",4
"429",7
"430",8
"431",2
"432",8
"433",7
"434",8
"435",7
"436",2
"437",8
"438",4
"439",4
"440",2
"441",2
"442",8
"443",4
"444",3
"445",4
"446",8
"447",4
"448",4
"449",7
"450",1
"451",8
"452",1
"453",7
"454",2
"455",8
"456",3
"457",7
"458",1
"459",4
"460",1
"461",4
"462",4
"463",7
"464",1
"465",4
"466",1
"467",4
"468",2
"469",2
"470",1
"471",8
"472",2
"473",8
"474",1
"475",1
"476",1
"477",1
"478",8
"479",1
"480",1
"481",1
"482",2
"483",8
"484",7
"485",4
"486",1
"487",4
"488",1
"489",7
"490",2
"491",2
"492",1
"493",8
"494",4
"495",1
"496",1
"497",1
"498",2
"499",8
"500",7
"501",8
"502",1
"503",2
"504",8
"505",1
"506",2
"507",8
"508",8
"509",4
"510",1
"511",1
"512",1
"513",4
"514",1
"515",1
"516",8
"517",4
"518",4
"519",8
"520",8
"521",4
"522",1
"523",2
"524",2
"525",1
"526",4
"527",2
"528",1
"529",1
"530",1
"531",1
"532",7
"533",2
"534",1
"535",4
"536",4
"537",1
"538",8
"539",4
"540",1
"541",1
"542",2
"543",1
"544",4
"545",1
"546",8
"547",1
"548",1
"549",1
"550",8
"551",4
"552",1
"553",8
"554",8
"555",4
"556",1
"557",1
"558",2
"559",8
"560",1
"561",8
"562",2
"563",3
"564",1
"565",4
"566",7
"567",8
"568",4
"569",2
"570",2
"571",4
"572",1
"573",4
"574",8
"575",2
"576",2
"577",1
"578",1
"579",4
"580",4
"581",8
"582",1
"583",7
"584",1
"585",2
"586",1
"587",4
"588",8
"589",2
"590",8
"591",7
"592",1
"593",8
"594",1
"595",7
"596",4
"597",8
"598",1
"599",8
"600",8
"601",4
"602",7
"603",8
"604",4
"605",1
"606",8
"607",8
"608",2
"609",7
"610",3
"611",8
"612",4
"613",2
"614",1
"615",1
"616",8
"617",2
"618",1
"619",2
"620",1
"621",4
"622",7
"623",1
"624",4
"625",1
"626",8
"627",1
"628",1
"629",4
"630",1
"631",4
"632",2
"633",4
"634",8
"635",8
"636",7
"637",2
"638",1
"639",3
"640",1
"641",1
"642",1
"643",1
"644",2
"645",2
"646",8
"647",4
"648",1
"649",1
"650",8
"651",8
"652",2
"653",1
"654",8
"655",2
"656",8
"657",3
"658",2
"659",8
"660",8
"661",1
"662",3
"663",8
"664",1
"665",7
"666",2
"667",2
"668",8
"669",3
"670",4
"671",1
"672",1
"673",7
"674",3
"675",2
"676",4
"677",4
"678",1
"679",2
"680",3
"681",4
"682",4
"683",2
"684",4
"685",8
"686",1
"687",8
"688",2
"689",1
"690",4
"691",2
"692",2
"693",4
"694",1
"695",2
"696",1
"697",8
"698",4
"699",4
"700",7
"701",1
"702",2
"703",1
"704",2
"705",8
"706",4
"707",2
"708",1
"709",2
"710",1
"711",1
"712",8
"713",8
"714",4
"715",2
"716",7
"717",8
"718",1
"719",1
"720",4
"721",2
"722",2
"723",4
"724",1
"725",1
"726",2
"727",7
"728",1
"729",1
"730",4
"731",1
"732",4
"733",7
"734",4
"735",1
"736",8
"737",4
"738",4
"739",1
"740",8
"741",2
"742",3
"743",8
"744",4
"745",3
"746",9
"747",1
"748",1
"749",7
"750",7
"751",1
"752",4
"753",2
"754",7
"755",1
"756",8
"757",1
"758",1
"759",1
"760",2
"761",3
"762",4
"763",4
"764",7
"765",2
"766",2
"767",4
"768",4
"769",8
"770",4
"771",8
"772",4
"773",8
"774",8
"775",2
"776",8
"777",2
"778",2
"779",7
"780",4
"781",8
"782",1
"783",4
"784",2
"785",2
"786",1
"787",4
"788",8
"789",8
"790",1
"791",1
"792",2
"793",1
"794",8
"795",7
"796",2
"797",4
"798",1
"799",1
"800",8
"801",1
"802",2
"803",7
"804",2
"805",4
"806",7
"807",2
"808",2
"809",2
"810",4
"811",1
"812",1
"813",8
"814",8
"815",1
"816",7
"817",8
"818",2
"819",8
"820",5
"821",8
"822",4
"823",7
"824",8
"825",1
"826",3
"827",1
"828",2
"829",8
"830",1
"831",8
"832",1
"833",1
"834",8
"835",1
"836",2
"837",4
"838",1
"839",2
"840",1
"841",8
"842",1
"843",1
"844",7
"845",8
"846",1
"847",8
"848",1
"849",7
"850",7
"851",8
"852",4
"853",8
"854",1
"855",1
"856",1
"857",4
"858",8
"859",7
"860",2
"861",4
"862",4
"863",8
"864",8
"865",7
"866",1
"867",1
"868",4
"869",1
"870",2
"871",2
"872",4
"873",8
"874",4
"875",4
"876",1
"877",1
"878",1
"879",8
"880",1
"881",8
"882",1
