"","x"
"1",8
"2",4
"3",7
"4",8
"5",1
"6",2
"7",2
"8",6
"9",9
"10",2
"11",3
"12",5
"13",6
"14",3
"15",9
"16",9
"17",5
"18",9
"19",8
"20",4
"21",8
"22",9
"23",7
"24",7
"25",1
"26",3
"27",7
"28",3
"29",2
"30",9
"31",9
"32",4
"33",9
"34",3
"35",1
"36",5
"37",3
"38",6
"39",9
"40",1
"41",8
"42",8
"43",7
"44",3
"45",4
"46",5
"47",2
"48",7
"49",8
"50",9
"51",4
"52",9
"53",4
"54",2
"55",3
"56",6
"57",7
"58",2
"59",5
"60",5
"61",7
"62",1
"63",4
"64",1
"65",2
"66",2
"67",1
"68",5
"69",5
"70",9
"71",8
"72",3
"73",7
"74",8
"75",7
"76",9
"77",8
"78",3
"79",9
"80",2
"81",4
"82",8
"83",1
"84",9
"85",1
"86",2
"87",4
"88",4
"89",7
"90",3
"91",4
"92",3
"93",7
"94",8
"95",8
"96",1
"97",3
"98",3
"99",4
"100",3
"101",6
"102",5
"103",2
"104",9
"105",6
"106",8
"107",1
"108",3
"109",8
"110",9
"111",9
"112",6
"113",1
"114",7
"115",1
"116",4
"117",3
"118",6
"119",2
"120",4
"121",9
"122",5
"123",7
"124",2
"125",9
"126",6
"127",7
"128",5
"129",1
"130",3
"131",7
"132",9
"133",5
"134",3
"135",8
"136",4
"137",3
"138",3
"139",4
"140",4
"141",6
"142",3
"143",1
"144",6
"145",6
"146",2
"147",1
"148",2
"149",7
"150",3
"151",7
"152",6
"153",4
"154",2
"155",7
"156",1
"157",8
"158",6
"159",4
"160",5
"161",6
"162",3
"163",8
"164",3
"165",4
"166",5
"167",3
"168",6
"169",9
"170",7
"171",5
"172",9
"173",9
"174",1
"175",4
"176",4
"177",8
"178",7
"179",9
"180",9
"181",9
"182",5
"183",7
"184",2
"185",6
"186",6
"187",5
"188",3
"189",9
"190",7
"191",6
"192",2
"193",3
"194",8
"195",6
"196",5
"197",2
"198",1
"199",5
"200",9
"201",7
"202",8
"203",9
"204",3
"205",7
"206",9
"207",2
"208",3
"209",6
"210",3
"211",4
"212",1
"213",9
"214",1
"215",5
"216",9
"217",2
"218",1
"219",2
"220",4
"221",5
"222",5
"223",2
"224",7
"225",1
"226",1
"227",9
"228",6
"229",2
"230",8
"231",9
"232",1
"233",9
"234",4
"235",3
"236",5
"237",5
"238",2
"239",7
"240",7
"241",2
"242",1
"243",5
"244",5
"245",5
"246",2
"247",9
"248",9
"249",9
"250",9
"251",1
"252",5
"253",9
"254",3
"255",8
"256",2
"257",2
"258",8
"259",5
"260",3
"261",8
"262",9
"263",5
"264",4
"265",6
"266",2
"267",8
"268",9
"269",6
"270",4
"271",5
"272",4
"273",5
"274",3
"275",4
"276",7
"277",8
"278",1
"279",7
"280",8
"281",4
"282",7
"283",6
"284",1
"285",3
"286",8
"287",7
"288",7
"289",1
"290",8
"291",1
"292",3
"293",3
"294",5
"295",4
"296",2
"297",9
"298",1
"299",9
"300",2
"301",6
"302",5
"303",4
"304",1
"305",5
"306",7
"307",6
"308",6
"309",2
"310",5
"311",8
"312",4
"313",6
"314",6
"315",7
"316",7
"317",6
"318",7
"319",4
"320",2
"321",6
"322",1
"323",5
"324",9
"325",9
"326",4
"327",1
"328",6
"329",2
"330",8
"331",3
"332",5
"333",1
"334",1
"335",1
"336",5
"337",3
"338",7
"339",7
"340",6
"341",4
"342",9
"343",9
"344",6
"345",9
"346",2
"347",6
"348",6
"349",6
"350",6
"351",6
"352",2
"353",8
"354",3
"355",1
"356",7
"357",8
"358",1
"359",2
"360",7
"361",1
"362",6
"363",3
"364",8
"365",3
"366",3
"367",5
"368",1
"369",6
"370",4
"371",5
"372",6
"373",7
"374",8
"375",7
"376",5
"377",1
"378",8
"379",6
"380",8
"381",7
"382",1
"383",6
"384",1
"385",2
"386",1
"387",6
"388",4
"389",2
"390",5
"391",4
"392",8
"393",1
"394",1
"395",9
"396",8
"397",8
"398",6
"399",7
"400",8
"401",9
"402",6
"403",6
"404",3
"405",2
"406",9
"407",3
"408",3
"409",8
"410",3
"411",1
"412",4
"413",4
"414",9
"415",2
"416",5
"417",7
"418",5
"419",4
"420",5
"421",7
"422",7
"423",3
"424",7
"425",7
"426",1
"427",5
"428",5
"429",3
"430",3
"431",8
"432",6
"433",6
"434",4
"435",4
"436",7
"437",2
"438",6
"439",5
"440",3
"441",6
"442",8
"443",8
"444",1
"445",5
"446",7
"447",4
"448",1
"449",7
"450",7
"451",9
"452",5
"453",2
"454",6
"455",8
"456",9
"457",2
"458",8
"459",9
"460",3
"461",7
"462",5
"463",6
"464",1
"465",9
"466",7
"467",9
"468",3
"469",4
"470",3
"471",8
"472",4
"473",5
"474",8
"475",4
"476",9
"477",6
"478",3
"479",9
"480",6
"481",2
"482",8
"483",2
"484",2
"485",2
"486",2
"487",6
"488",4
"489",4
"490",8
"491",1
"492",2
