"","x"
"1",5
"2",6
"3",8
"4",4
"5",9
"6",3
"7",9
"8",1
"9",2
"10",5
"11",3
"12",9
"13",4
"14",2
"15",2
"16",3
"17",7
"18",8
"19",3
"20",8
"21",2
"22",2
"23",8
"24",9
"25",4
"26",6
"27",8
"28",3
"29",3
"30",8
"31",7
"32",2
"33",1
"34",6
"35",2
"36",4
"37",2
"38",2
"39",5
"40",9
"41",1
"42",9
"43",1
"44",3
"45",5
"46",1
"47",2
"48",8
"49",3
"50",7
"51",1
"52",7
"53",1
"54",2
"55",2
"56",8
"57",6
"58",9
"59",8
"60",6
"61",4
"62",7
"63",7
"64",7
"65",8
"66",9
"67",8
"68",4
"69",3
"70",8
"71",3
"72",1
"73",8
"74",8
"75",2
"76",3
"77",5
"78",3
"79",3
"80",8
"81",1
"82",3
"83",1
"84",8
"85",5
"86",4
"87",8
"88",3
"89",7
"90",6
"91",4
"92",5
"93",1
"94",2
"95",7
"96",2
"97",8
"98",9
"99",8
"100",9
"101",7
"102",5
"103",3
"104",9
"105",7
"106",4
"107",2
"108",2
"109",9
"110",2
"111",9
"112",1
"113",7
"114",3
"115",7
"116",5
"117",3
"118",4
"119",9
"120",8
"121",6
"122",5
"123",6
"124",5
"125",9
"126",2
"127",2
"128",9
"129",5
"130",4
"131",7
"132",7
"133",7
"134",9
"135",9
"136",3
"137",1
"138",6
"139",5
"140",8
"141",8
"142",5
"143",4
"144",5
"145",1
"146",3
"147",6
"148",9
"149",5
"150",1
"151",6
"152",9
"153",7
"154",7
"155",9
"156",8
"157",2
"158",3
"159",7
"160",7
"161",5
"162",5
"163",1
"164",3
"165",6
"166",5
"167",2
"168",1
"169",3
"170",4
"171",4
"172",4
"173",6
"174",8
"175",8
"176",5
"177",4
"178",6
"179",9
"180",5
"181",9
"182",5
"183",1
"184",7
"185",5
"186",8
"187",4
"188",5
"189",8
"190",2
"191",1
"192",2
"193",6
"194",4
"195",9
"196",3
"197",5
"198",7
"199",6
"200",9
"201",5
"202",8
"203",1
"204",1
"205",6
"206",4
"207",5
"208",6
"209",4
"210",7
"211",3
"212",6
"213",7
"214",5
"215",4
"216",6
"217",5
"218",7
"219",8
"220",8
"221",9
"222",7
"223",9
"224",7
"225",7
"226",3
"227",9
"228",5
"229",6
"230",5
"231",5
"232",9
"233",7
"234",6
"235",3
"236",8
"237",9
"238",2
"239",9
"240",1
"241",1
"242",8
"243",9
"244",4
"245",7
"246",7
"247",4
"248",6
"249",3
"250",4
"251",3
"252",5
"253",3
"254",5
"255",3
"256",5
"257",4
"258",3
"259",9
"260",1
"261",5
"262",9
"263",2
"264",8
"265",1
"266",7
"267",3
"268",1
"269",4
"270",1
"271",3
"272",5
"273",5
"274",9
"275",6
"276",4
"277",7
"278",9
"279",9
"280",5
"281",6
"282",3
"283",2
"284",8
"285",7
"286",3
"287",5
"288",9
"289",4
"290",2
"291",1
"292",6
"293",5
"294",9
"295",2
"296",7
"297",3
"298",1
"299",8
"300",3
"301",3
"302",2
"303",9
"304",8
"305",2
"306",6
"307",5
"308",7
"309",6
"310",1
"311",7
"312",2
"313",4
"314",9
"315",8
"316",1
"317",3
"318",4
"319",6
"320",2
"321",7
"322",6
"323",7
"324",8
"325",4
"326",4
"327",9
"328",9
"329",4
"330",9
"331",3
"332",9
"333",9
"334",1
"335",5
"336",3
"337",4
"338",1
"339",3
"340",3
"341",2
"342",7
"343",9
"344",5
"345",4
"346",9
"347",9
"348",3
"349",3
"350",9
"351",3
"352",5
"353",8
"354",6
"355",1
"356",2
