"","x"
"1",6
"2",2
"3",2
"4",6
"5",9
"6",4
"7",1
"8",8
"9",2
"10",3
"11",9
"12",9
"13",7
"14",3
"15",6
"16",7
"17",4
"18",2
"19",2
"20",1
"21",8
"22",7
"23",8
"24",9
"25",8
"26",8
"27",1
"28",4
"29",3
"30",8
"31",1
"32",8
"33",6
"34",4
"35",4
"36",6
"37",1
"38",1
"39",6
"40",1
"41",1
"42",5
"43",9
"44",2
"45",3
"46",1
"47",6
"48",1
"49",4
"50",1
"51",5
"52",8
"53",4
"54",8
"55",5
"56",7
"57",2
"58",3
"59",2
"60",5
"61",6
"62",8
"63",2
"64",5
"65",8
"66",1
"67",6
"68",8
"69",1
"70",6
"71",4
"72",3
"73",4
"74",5
"75",9
"76",7
"77",5
"78",6
"79",6
"80",2
"81",2
"82",4
"83",4
"84",7
"85",9
"86",8
"87",3
"88",7
"89",2
"90",1
"91",6
"92",4
"93",2
"94",7
"95",7
"96",7
"97",1
"98",9
"99",1
"100",9
"101",6
"102",6
"103",1
"104",4
"105",6
"106",2
"107",2
"108",8
"109",1
"110",7
"111",8
"112",8
"113",5
"114",5
"115",6
"116",2
"117",1
"118",2
"119",6
"120",5
"121",3
"122",3
"123",6
"124",6
"125",3
"126",6
"127",4
"128",6
"129",3
"130",7
"131",3
"132",8
"133",7
"134",4
"135",9
"136",9
"137",2
"138",7
"139",1
"140",1
"141",2
"142",1
"143",9
"144",3
"145",6
"146",6
"147",2
"148",7
"149",1
"150",8
"151",3
"152",3
"153",2
"154",7
"155",2
"156",1
"157",4
"158",2
"159",9
"160",5
"161",1
"162",8
"163",8
"164",1
"165",1
"166",4
"167",9
"168",9
"169",2
"170",1
"171",5
"172",5
"173",4
"174",2
"175",5
"176",1
"177",4
"178",4
"179",5
"180",9
"181",6
"182",2
"183",2
"184",8
"185",2
"186",1
"187",2
"188",1
"189",1
"190",2
"191",9
"192",5
"193",9
"194",9
"195",1
"196",8
"197",6
"198",3
"199",3
"200",3
"201",3
"202",2
"203",2
"204",9
"205",1
"206",8
"207",2
"208",9
"209",9
"210",3
"211",4
"212",4
"213",1
"214",1
"215",3
"216",4
"217",9
"218",9
"219",6
"220",4
"221",8
"222",1
"223",1
"224",1
"225",9
"226",3
"227",6
"228",2
"229",3
"230",6
"231",9
"232",3
"233",4
"234",5
"235",3
"236",8
"237",2
"238",6
"239",2
"240",4
"241",8
"242",1
"243",1
"244",8
"245",9
"246",7
"247",9
"248",4
"249",3
"250",9
"251",7
"252",5
"253",1
"254",6
"255",7
"256",1
"257",8
"258",4
"259",6
"260",5
"261",3
"262",1
"263",3
"264",6
"265",7
"266",5
"267",3
"268",1
"269",4
"270",2
"271",3
"272",9
"273",1
"274",3
"275",2
"276",3
"277",3
"278",8
"279",7
"280",5
"281",9
"282",8
"283",8
"284",5
"285",4
"286",4
"287",5
"288",7
"289",9
"290",9
"291",7
"292",6
"293",3
"294",5
"295",9
"296",3
"297",5
"298",7
"299",7
"300",8
"301",4
"302",8
"303",8
"304",8
"305",6
"306",2
"307",7
"308",3
"309",6
"310",8
"311",8
"312",8
"313",3
"314",3
"315",7
"316",7
"317",4
"318",5
"319",8
"320",4
"321",9
"322",6
"323",4
"324",8
"325",5
"326",4
"327",3
"328",7
"329",5
"330",5
"331",3
"332",7
"333",3
"334",9
"335",8
"336",6
"337",4
"338",1
"339",1
"340",6
"341",1
"342",4
"343",3
"344",1
"345",7
"346",5
"347",8
"348",2
"349",8
"350",9
"351",4
"352",6
"353",4
"354",8
"355",7
"356",1
"357",6
"358",4
"359",9
"360",1
"361",3
"362",8
"363",4
"364",2
"365",8
"366",1
"367",2
"368",8
"369",5
"370",1
"371",6
"372",3
"373",3
"374",6
"375",7
"376",3
"377",1
"378",9
"379",4
"380",8
"381",8
"382",2
"383",1
"384",1
"385",5
"386",1
"387",9
"388",3
"389",2
