X1,X2,X3,geometry,long,lat
-0.5765646619129524,-0.6606657233313029,-1.5789053729676736,"Ngon(Point(51.0, 57.0), Point(52.0, 57.0), Point(52.0, 58.0), Point(51.0, 58.0))",51.0,57.0
-1.9703339709760024,1.5736679095800383,-1.047910908466028,"Ngon(Point(53.0, 50.0), Point(54.0, 50.0), Point(54.0, 51.0), Point(53.0, 51.0))",53.0,50.0
-0.1519651701664393,-0.8604427253721183,-1.2888848339368424,"Ngon(Point(54.0, 1.0), Point(55.0, 1.0), Point(55.0, 2.0), Point(54.0, 2.0))",54.0,1.0
0.8474165707532831,1.3844454592238544,-0.953288542898339,"Ngon(Point(26.0, 4.0), Point(27.0, 4.0), Point(27.0, 5.0), Point(26.0, 5.0))",26.0,4.0
-0.1570175108060388,-0.193579034803984,-1.1012842836100394,"Ngon(Point(47.0, 0.0), Point(48.0, 0.0), Point(48.0, 1.0), Point(47.0, 1.0))",47.0,0.0
-0.9582848964257792,-1.172639965729139,-1.604004852975367,"Ngon(Point(5.0, 11.0), Point(6.0, 11.0), Point(6.0, 12.0), Point(5.0, 12.0))",5.0,11.0
0.3465900726373357,-1.780282510601466,-1.2177214843724018,"Ngon(Point(57.0, 4.0), Point(58.0, 4.0), Point(58.0, 5.0), Point(57.0, 5.0))",57.0,4.0
1.7882726116008014,1.2023216493362323,-1.3312958807014763,"Ngon(Point(9.0, 9.0), Point(10.0, 9.0), Point(10.0, 10.0), Point(9.0, 10.0))",9.0,9.0
0.8146299939203603,-0.2467599787978801,-1.7231993136918602,"Ngon(Point(15.0, 16.0), Point(16.0, 16.0), Point(16.0, 17.0), Point(15.0, 17.0))",15.0,16.0
-0.2113912100334627,0.4841239723369214,-0.9797458207172106,"Ngon(Point(0.0, 52.0), Point(1.0, 52.0), Point(1.0, 53.0), Point(0.0, 53.0))",0.0,52.0
0.9290689710932348,0.717813434896424,-1.3351658880417667,"Ngon(Point(19.0, 18.0), Point(20.0, 18.0), Point(20.0, 19.0), Point(19.0, 19.0))",19.0,18.0
-1.0745703412887215,-0.2755383962716192,-1.0999379345668954,"Ngon(Point(51.0, 2.0), Point(52.0, 2.0), Point(52.0, 3.0), Point(51.0, 3.0))",51.0,2.0
0.480044135679105,1.8822629608177857,-1.0475037842160315,"Ngon(Point(0.0, 9.0), Point(1.0, 9.0), Point(1.0, 10.0), Point(0.0, 10.0))",0.0,9.0
-0.3563038914855639,0.9147124716685888,-1.0221871737324542,"Ngon(Point(9.0, 1.0), Point(10.0, 1.0), Point(10.0, 2.0), Point(9.0, 2.0))",9.0,1.0
0.5824450077497567,-0.4104957513111162,-1.2679286472630047,"Ngon(Point(54.0, 2.0), Point(55.0, 2.0), Point(55.0, 3.0), Point(54.0, 3.0))",54.0,2.0
0.650936063780221,-0.9897759017286164,-1.2522430135234228,"Ngon(Point(18.0, 17.0), Point(19.0, 17.0), Point(19.0, 18.0), Point(18.0, 18.0))",18.0,17.0
1.5278331693607827,0.4315774740832329,-1.0899777973422633,"Ngon(Point(53.0, 11.0), Point(54.0, 11.0), Point(54.0, 12.0), Point(53.0, 12.0))",53.0,11.0
0.2006850128807775,-0.5418263409929496,-1.4206315228999054,"Ngon(Point(4.0, 57.0), Point(5.0, 57.0), Point(5.0, 58.0), Point(4.0, 58.0))",4.0,57.0
