X1,X2,X3,geometry,long,lat
-0.155668290973112,0.5479386088990974,0.4144379831188907,"Ngon(Point(42.0, 28.0), Point(43.0, 28.0), Point(43.0, 29.0), Point(42.0, 29.0))",42.0,28.0
-1.5584108178319347,-2.131029161190744,0.9563217534810649,"Ngon(Point(22.0, 26.0), Point(23.0, 26.0), Point(23.0, 27.0), Point(22.0, 27.0))",22.0,26.0
-0.8621067808475145,0.2399175566615362,1.1458795277581149,"Ngon(Point(41.0, 4.0), Point(42.0, 4.0), Point(42.0, 5.0), Point(41.0, 5.0))",41.0,4.0
-0.9084017288820548,-0.6906820251341178,-0.4431731694451205,"Ngon(Point(6.0, 55.0), Point(7.0, 55.0), Point(7.0, 56.0), Point(6.0, 56.0))",6.0,55.0
0.9917612024991196,2.213260096103351,-1.3024706175304506,"Ngon(Point(7.0, 26.0), Point(8.0, 26.0), Point(8.0, 27.0), Point(7.0, 27.0))",7.0,26.0
-0.044969725411464136,-0.3513141864738157,-0.6409443822888566,"Ngon(Point(8.0, 51.0), Point(9.0, 51.0), Point(9.0, 52.0), Point(8.0, 52.0))",8.0,51.0
0.3710113786205504,-0.5574047938102062,1.453352587441904,"Ngon(Point(21.0, 33.0), Point(22.0, 33.0), Point(22.0, 34.0), Point(21.0, 34.0))",21.0,33.0
-2.521382340102303,-0.07950511725074047,0.07633118633860278,"Ngon(Point(21.0, 17.0), Point(22.0, 17.0), Point(22.0, 18.0), Point(21.0, 18.0))",21.0,17.0
-0.29939936447891696,-0.007228920541626119,1.3872730384794552,"Ngon(Point(29.0, 29.0), Point(30.0, 29.0), Point(30.0, 30.0), Point(29.0, 30.0))",29.0,29.0
-0.6286421470472884,0.24392968152117106,-0.9310638215368549,"Ngon(Point(28.0, 15.0), Point(29.0, 15.0), Point(29.0, 16.0), Point(28.0, 16.0))",28.0,15.0
1.6625342162323773,-0.024309044105003574,1.8149780511019,"Ngon(Point(44.0, 53.0), Point(45.0, 53.0), Point(45.0, 54.0), Point(44.0, 54.0))",44.0,53.0
