X1,X2,X3,X4,X5,X6,geometry,long,lat
-0.8743413195740403,-0.0118312483579315,0.9877271587641416,0.8077270322741937,7.01831838861141,7.486028465305851,"Ngon(Point(15.0, 55.0), Point(16.0, 55.0), Point(16.0, 56.0), Point(15.0, 56.0))",15.0,55.0
-0.4283571131742906,-1.6159553802087676,0.7362895355930423,2.128803520186584,5.815165215764287,8.500775528096488,"Ngon(Point(48.0, 10.0), Point(49.0, 10.0), Point(49.0, 11.0), Point(48.0, 11.0))",48.0,10.0
-1.851126766050648,-0.047584302312721,1.9837001791196147,1.3588224658730752,7.904787899749614,4.993118667425108,"Ngon(Point(56.0, 39.0), Point(57.0, 39.0), Point(57.0, 40.0), Point(56.0, 40.0))",56.0,39.0
-0.5064758001073852,0.3493807017681842,0.6357870104201203,-1.11053177832511,7.737056359955316,8.359518470508865,"Ngon(Point(8.0, 48.0), Point(9.0, 48.0), Point(9.0, 49.0), Point(8.0, 49.0))",8.0,48.0
-0.1104278791339883,1.2237384074206423,1.3592915653924,0.3889595823707161,5.199463757956622,6.256235266077071,"Ngon(Point(15.0, 52.0), Point(16.0, 52.0), Point(16.0, 53.0), Point(15.0, 53.0))",15.0,52.0
-0.2425475079735464,-0.891921081167651,0.98243463230369,1.2358547647467626,6.056667451849651,7.544026647998657,"Ngon(Point(5.0, 43.0), Point(6.0, 43.0), Point(6.0, 44.0), Point(5.0, 44.0))",5.0,43.0
0.7778155999917774,0.9311277107820116,0.2052393289907622,0.4906271542836481,6.964684252363688,7.088553187507091,"Ngon(Point(34.0, 58.0), Point(35.0, 58.0), Point(35.0, 59.0), Point(34.0, 59.0))",34.0,58.0
-0.1104701853567534,0.3970940201116094,-0.2494986597354116,2.0363622091127427,7.557600717275777,5.590391784010923,"Ngon(Point(59.0, 41.0), Point(60.0, 41.0), Point(60.0, 42.0), Point(59.0, 42.0))",59.0,41.0
-0.2476813672442751,-0.2698618392171616,0.784100562798606,1.7097664835281918,7.401090725892204,6.97141958687648,"Ngon(Point(17.0, 16.0), Point(18.0, 16.0), Point(18.0, 17.0), Point(17.0, 17.0))",17.0,16.0
-0.3813518461305916,-0.2433418470930137,1.2462119324658938,1.250542305749898,6.3853678536153895,6.17878806124583,"Ngon(Point(24.0, 21.0), Point(25.0, 21.0), Point(25.0, 22.0), Point(24.0, 22.0))",24.0,21.0
-0.6322925697558232,-0.3956114305123382,0.776202848438283,-0.4252955605928583,5.868455860076892,7.67044057934874,"Ngon(Point(0.0, 17.0), Point(1.0, 17.0), Point(1.0, 18.0), Point(0.0, 18.0))",0.0,17.0
-0.1107753064857887,-0.4089904552625238,0.7380272646004784,-0.6076389885347031,5.978363903813481,7.794245844633808,"Ngon(Point(51.0, 52.0), Point(52.0, 52.0), Point(52.0, 53.0), Point(51.0, 53.0))",51.0,52.0
0.9189724283017472,0.8038856861876558,0.8764934559696034,0.9114323405122318,5.676981561822354,6.707679086636587,"Ngon(Point(49.0, 42.0), Point(50.0, 42.0), Point(50.0, 43.0), Point(49.0, 43.0))",49.0,42.0
0.6032269917905823,1.1972308012474129,1.710460363989272,-0.5422320727057517,6.551312438792981,7.875555492587774,"Ngon(Point(11.0, 31.0), Point(12.0, 31.0), Point(12.0, 32.0), Point(11.0, 32.0))",11.0,31.0
0.948392338792204,0.2864260032931147,1.1482476980552483,1.5922303585921442,6.649175005766131,7.107971154710302,"Ngon(Point(8.0, 0.0), Point(9.0, 0.0), Point(9.0, 1.0), Point(8.0, 1.0))",8.0,0.0
0.138406736816094,0.9121741808109578,1.7386658015500802,-0.1836437579852745,6.828320672929979,6.5758446196353,"Ngon(Point(56.0, 13.0), Point(57.0, 13.0), Point(57.0, 14.0), Point(56.0, 14.0))",56.0,13.0
-0.963532709921074,-0.917641507059068,1.4351557809212792,1.2541537648321377,8.812137334627092,6.450224683153828,"Ngon(Point(49.0, 35.0), Point(50.0, 35.0), Point(50.0, 36.0), Point(49.0, 36.0))",49.0,35.0
-0.2924233570125329,0.2783097979441196,2.026723755488673,1.2391168524574665,6.477872144510191,5.702614797529192,"Ngon(Point(51.0, 42.0), Point(52.0, 42.0), Point(52.0, 43.0), Point(51.0, 43.0))",51.0,42.0
-0.5709814477881417,0.3846430368345885,1.8721844503804883,1.8147263303906391,8.812455295207325,5.692709395906043,"Ngon(Point(27.0, 8.0), Point(28.0, 8.0), Point(28.0, 9.0), Point(27.0, 9.0))",27.0,8.0
