X1,X2,X3,geometry,long,lat
1.1589719679881076,-0.4648048675644783,1.0562125167467815,"Ngon(Point(49.0, 0.0), Point(50.0, 0.0), Point(50.0, 1.0), Point(49.0, 1.0))",49.0,0.0
-1.3517420190295193,-1.8882573319098184,2.3058621697504327,"Ngon(Point(40.0, 3.0), Point(41.0, 3.0), Point(41.0, 4.0), Point(40.0, 4.0))",40.0,3.0
0.2603040772048784,1.5107239402378771,1.1184636334398113,"Ngon(Point(32.0, 14.0), Point(33.0, 14.0), Point(33.0, 15.0), Point(32.0, 15.0))",32.0,14.0
0.8567456076646137,0.8682123528339797,1.3172512829950336,"Ngon(Point(33.0, 14.0), Point(34.0, 14.0), Point(34.0, 15.0), Point(33.0, 15.0))",33.0,14.0
0.6720708891016335,-0.5472175968070437,1.4381108074467035,"Ngon(Point(30.0, 8.0), Point(31.0, 8.0), Point(31.0, 9.0), Point(30.0, 9.0))",30.0,8.0
1.397812144098738,1.0314787967729122,0.5624703565562832,"Ngon(Point(51.0, 49.0), Point(52.0, 49.0), Point(52.0, 50.0), Point(51.0, 50.0))",51.0,49.0
2.128166437503895,-2.702544795884995,1.2959539952676276,"Ngon(Point(31.0, 57.0), Point(32.0, 57.0), Point(32.0, 58.0), Point(31.0, 58.0))",31.0,57.0
-0.03705412575481022,0.5549196783580868,0.9792535979002552,"Ngon(Point(46.0, 16.0), Point(47.0, 16.0), Point(47.0, 17.0), Point(46.0, 17.0))",46.0,16.0
-0.0238954801868564,2.621217900564062,1.0288663803542142,"Ngon(Point(42.0, 20.0), Point(43.0, 20.0), Point(43.0, 21.0), Point(42.0, 21.0))",42.0,20.0
0.7798299981382834,-1.1644481949655132,1.779451214711281,"Ngon(Point(25.0, 6.0), Point(26.0, 6.0), Point(26.0, 7.0), Point(25.0, 7.0))",25.0,6.0
-0.2537442335851573,-0.7292280544051704,1.7152763641379631,"Ngon(Point(39.0, 10.0), Point(40.0, 10.0), Point(40.0, 11.0), Point(39.0, 11.0))",39.0,10.0
-0.7974938225410635,-0.7146130667822407,1.955521262068656,"Ngon(Point(40.0, 9.0), Point(41.0, 9.0), Point(41.0, 10.0), Point(40.0, 10.0))",40.0,9.0
1.0401276491288287,3.0904143916083298,2.3152412959205946,"Ngon(Point(35.0, 59.0), Point(36.0, 59.0), Point(36.0, 60.0), Point(35.0, 60.0))",35.0,59.0
1.156513180335384,0.18166789614019507,0.6106986525906047,"Ngon(Point(17.0, 14.0), Point(18.0, 14.0), Point(18.0, 15.0), Point(17.0, 15.0))",17.0,14.0
-0.4339209591364293,1.619679749123578,0.6894023129905071,"Ngon(Point(33.0, 54.0), Point(34.0, 54.0), Point(34.0, 55.0), Point(33.0, 55.0))",33.0,54.0
0.2699124900937033,0.012239401732803641,1.264980975210254,"Ngon(Point(47.0, 55.0), Point(48.0, 55.0), Point(48.0, 56.0), Point(47.0, 56.0))",47.0,55.0
0.12023299965889993,0.09331461978105472,1.0923893136575586,"Ngon(Point(24.0, 10.0), Point(25.0, 10.0), Point(25.0, 11.0), Point(24.0, 11.0))",24.0,10.0
-0.03876662340266731,1.4373339472524287,0.6002290133452618,"Ngon(Point(24.0, 16.0), Point(25.0, 16.0), Point(25.0, 17.0), Point(24.0, 17.0))",24.0,16.0
0.15880250920057595,0.2727190561190934,1.1025445054651946,"Ngon(Point(36.0, 17.0), Point(37.0, 17.0), Point(37.0, 18.0), Point(36.0, 18.0))",36.0,17.0
-0.021751133084727675,-2.015275806532616,0.6595286406185877,"Ngon(Point(49.0, 53.0), Point(50.0, 53.0), Point(50.0, 54.0), Point(49.0, 54.0))",49.0,53.0
-0.2229175397439304,-1.325348166870035,2.266128964103637,"Ngon(Point(39.0, 0.0), Point(40.0, 0.0), Point(40.0, 1.0), Point(39.0, 1.0))",39.0,0.0
1.0518404856206438,0.24159496263167626,1.5796826166832127,"Ngon(Point(33.0, 9.0), Point(34.0, 9.0), Point(34.0, 10.0), Point(33.0, 10.0))",33.0,9.0
1.4781442386231634,1.8544902149250884,1.9440651361941423,"Ngon(Point(37.0, 57.0), Point(38.0, 57.0), Point(38.0, 58.0), Point(37.0, 58.0))",37.0,57.0
-0.4828987170477983,-1.6028401987898913,1.2134057223014598,"Ngon(Point(22.0, 1.0), Point(23.0, 1.0), Point(23.0, 2.0), Point(22.0, 2.0))",22.0,1.0
0.21383911313079945,-1.4278558705105815,1.1310815713851463,"Ngon(Point(28.0, 58.0), Point(29.0, 58.0), Point(29.0, 59.0), Point(28.0, 59.0))",28.0,58.0
0.3107003531227944,1.178830562029119,0.5780452490636845,"Ngon(Point(27.0, 18.0), Point(28.0, 18.0), Point(28.0, 19.0), Point(27.0, 19.0))",27.0,18.0
-0.3293572292759501,0.9251321759205784,0.6425031464425095,"Ngon(Point(51.0, 28.0), Point(52.0, 28.0), Point(52.0, 29.0), Point(51.0, 29.0))",51.0,28.0
0.0750555227632122,-0.5068296388995873,1.3369573793222436,"Ngon(Point(21.0, 5.0), Point(22.0, 5.0), Point(22.0, 6.0), Point(21.0, 6.0))",21.0,5.0
-0.11796768040571708,-2.2401750692796942,2.225023279035877,"Ngon(Point(41.0, 4.0), Point(42.0, 4.0), Point(42.0, 5.0), Point(41.0, 5.0))",41.0,4.0
0.6877032874099077,-1.8266127773195844,0.8049890832186449,"Ngon(Point(16.0, 6.0), Point(17.0, 6.0), Point(17.0, 7.0), Point(16.0, 7.0))",16.0,6.0
0.243159205321136,-0.018291241035544702,2.0940361674649526,"Ngon(Point(38.0, 59.0), Point(39.0, 59.0), Point(39.0, 60.0), Point(38.0, 60.0))",38.0,59.0
0.7701044747792499,-0.3452530399205337,2.3606687840645497,"Ngon(Point(36.0, 7.0), Point(37.0, 7.0), Point(37.0, 8.0), Point(36.0, 8.0))",36.0,7.0
-1.1750173472201415,-0.5969102237615699,0.6529191737741011,"Ngon(Point(54.0, 23.0), Point(55.0, 23.0), Point(55.0, 24.0), Point(54.0, 24.0))",54.0,23.0
0.9729473886578552,-0.7225942814776403,0.6500883549538904,"Ngon(Point(52.0, 1.0), Point(53.0, 1.0), Point(53.0, 2.0), Point(52.0, 2.0))",52.0,1.0
-0.6784224401042056,1.1433373023214228,1.7247062340126245,"Ngon(Point(46.0, 58.0), Point(47.0, 58.0), Point(47.0, 59.0), Point(46.0, 59.0))",46.0,58.0
0.3413010149065149,0.5201865344238267,0.5385061031749153,"Ngon(Point(51.0, 9.0), Point(52.0, 9.0), Point(52.0, 10.0), Point(51.0, 10.0))",51.0,9.0
1.3890696987178812,-0.6043516735822094,1.8561087426244507,"Ngon(Point(26.0, 7.0), Point(27.0, 7.0), Point(27.0, 8.0), Point(26.0, 8.0))",26.0,7.0
0.003332191035527778,1.00342589750824,1.1321792107305624,"Ngon(Point(44.0, 20.0), Point(45.0, 20.0), Point(45.0, 21.0), Point(44.0, 21.0))",44.0,20.0
0.38681310836656896,0.2462186261640724,1.9403867501798275,"Ngon(Point(33.0, 0.0), Point(34.0, 0.0), Point(34.0, 1.0), Point(33.0, 1.0))",33.0,0.0
-1.4368837511348762,-1.1329072616874172,0.5934331756864891,"Ngon(Point(13.0, 5.0), Point(14.0, 5.0), Point(14.0, 6.0), Point(13.0, 6.0))",13.0,5.0
