X1,X2,X3,geometry,long,lat
-1.0980688866327355,1.48083770873565,1.4230087618155172,"Ngon(Point(33.0, 45.0), Point(34.0, 45.0), Point(34.0, 46.0), Point(33.0, 46.0))",33.0,45.0
-0.152539920756292,-0.3136096705166567,0.9441379515582616,"Ngon(Point(25.0, 37.0), Point(26.0, 37.0), Point(26.0, 38.0), Point(25.0, 38.0))",25.0,37.0
-0.9537199337048228,-0.2355247142118449,-0.9160882963553724,"Ngon(Point(9.0, 33.0), Point(10.0, 33.0), Point(10.0, 34.0), Point(9.0, 34.0))",9.0,33.0
-0.1182357756986422,-1.1184198880561964,-1.906636555201344,"Ngon(Point(5.0, 28.0), Point(6.0, 28.0), Point(6.0, 29.0), Point(5.0, 29.0))",5.0,28.0
2.0317159251680885,1.7730754961631927,-1.3211508427514278,"Ngon(Point(55.0, 27.0), Point(56.0, 27.0), Point(56.0, 28.0), Point(55.0, 28.0))",55.0,27.0
-0.9823187444615192,0.1859051767259213,-0.5244070478082784,"Ngon(Point(29.0, 13.0), Point(30.0, 13.0), Point(30.0, 14.0), Point(29.0, 14.0))",29.0,13.0
-0.1652034859641491,-0.2694228343915797,-1.103718512574663,"Ngon(Point(4.0, 34.0), Point(5.0, 34.0), Point(5.0, 35.0), Point(4.0, 35.0))",4.0,34.0
0.3245650320848454,1.107694137835477,-0.274194653937407,"Ngon(Point(54.0, 34.0), Point(55.0, 34.0), Point(55.0, 35.0), Point(54.0, 35.0))",54.0,34.0
-2.332180199971403,-1.2296711226499142,-0.089648144066387,"Ngon(Point(27.0, 55.0), Point(28.0, 55.0), Point(28.0, 56.0), Point(27.0, 56.0))",27.0,55.0
-1.2299522162508991,1.198881546901447,-0.7018023587660548,"Ngon(Point(57.0, 12.0), Point(58.0, 12.0), Point(58.0, 13.0), Point(57.0, 13.0))",57.0,12.0
-0.2449364261809541,0.3701586980278127,-0.1294123719494275,"Ngon(Point(50.0, 13.0), Point(51.0, 13.0), Point(51.0, 14.0), Point(50.0, 14.0))",50.0,13.0
0.2698801950349389,0.7256331858363494,0.2097401821663319,"Ngon(Point(42.0, 36.0), Point(43.0, 36.0), Point(43.0, 37.0), Point(42.0, 37.0))",42.0,36.0
-0.3047193371215053,0.0024363525327932,-0.1606083152870637,"Ngon(Point(29.0, 15.0), Point(30.0, 15.0), Point(30.0, 16.0), Point(29.0, 16.0))",29.0,15.0
-0.0549350133511429,-1.925429198285096,1.263767754172848,"Ngon(Point(56.0, 46.0), Point(57.0, 46.0), Point(57.0, 47.0), Point(56.0, 47.0))",56.0,46.0
0.2797859301059037,-0.5570723278562699,1.0836614413682606,"Ngon(Point(24.0, 38.0), Point(25.0, 38.0), Point(25.0, 39.0), Point(24.0, 39.0))",24.0,38.0
-0.1693230405620251,0.0514848551216313,0.5205395166004481,"Ngon(Point(53.0, 8.0), Point(54.0, 8.0), Point(54.0, 9.0), Point(53.0, 9.0))",53.0,8.0
