"","x"
"1",5
"2",6
"3",6
"4",5
"5",6
"6",6
"7",4
"8",4
"9",5
"10",5
"11",4
"12",4
"13",5
"14",4
"15",5
"16",4
"17",5
"18",7
"19",6
"20",9
"21",6
"22",9
"23",5
"24",6
"25",3
"26",6
"27",5
"28",6
"29",5
"30",6
"31",3
"32",7
"33",4
"34",4
"35",8
"36",6
"37",8
"38",8
"39",8
"40",6
"41",8
"42",8
"43",8
"44",8
"45",8
"46",8
"47",8
"48",6
"49",8
"50",6
"51",8
"52",6
"53",7
"54",5
"55",5
"56",5
"57",4
"58",5
"59",8
"60",7
"61",7
"62",5
"63",5
"64",5
"65",7
"66",7
"67",4
"68",8
"69",5
"70",5
"71",8
"72",5
"73",8
"74",8
"75",8
"76",5
"77",8
"78",8
"79",9
"80",8
"81",5
"82",6
"83",6
"84",8
"85",5
"86",9
"87",6
"88",6
"89",6
"90",6
"91",8
"92",6
"93",8
"94",5
"95",6
"96",6
"97",9
"98",5
"99",5
"100",4
"101",8
"102",8
"103",4
"104",4
"105",8
"106",4
"107",8
"108",8
"109",9
"110",4
"111",6
"112",4
"113",3
"114",6
"115",6
"116",3
"117",7
"118",3
"119",9
"120",3
"121",3
"122",3
"123",6
"124",8
"125",9
"126",6
"127",9
"128",8
"129",8
"130",8
"131",8
"132",6
"133",6
"134",8
"135",8
"136",8
"137",2
"138",2
"139",9
"140",8
"141",8
"142",9
"143",9
"144",8
"145",9
"146",8
"147",8
"148",1
"149",9
"150",1
"151",9
"152",5
"153",5
"154",5
"155",9
"156",9
"157",6
"158",8
"159",7
"160",9
"161",8
"162",8
"163",8
"164",8
"165",8
"166",8
"167",9
"168",9
"169",9
"170",9
"171",8
"172",8
"173",8
"174",8
"175",8
"176",8
"177",8
"178",8
"179",8
"180",8
"181",8
"182",8
"183",8
"184",1
"185",8
"186",1
"187",1
"188",1
"189",9
"190",9
"191",1
"192",6
"193",6
"194",9
"195",6
"196",9
"197",9
"198",9
"199",9
"200",9
"201",9
"202",9
"203",9
"204",9
"205",9
"206",9
"207",8
"208",9
"209",1
"210",9
"211",1
"212",2
"213",2
"214",2
"215",2
"216",2
"217",1
"218",1
"219",1
"220",1
"221",1
"222",1
"223",1
"224",1
"225",1
"226",1
"227",1
"228",1
"229",9
"230",9
"231",9
"232",9
"233",9
"234",9
"235",2
"236",2
"237",9
"238",8
"239",8
"240",2
"241",8
"242",6
"243",7
"244",6
"245",7
"246",6
"247",9
"248",9
"249",6
"250",7
"251",7
"252",9
"253",9
"254",7
"255",7
"256",9
"257",9
"258",7
"259",9
"260",6
"261",6
"262",6
"263",7
"264",7
"265",7
"266",7
"267",2
"268",6
"269",6
"270",6
"271",6
"272",6
"273",6
"274",9
"275",2
"276",6
"277",9
"278",6
"279",9
"280",2
"281",6
"282",2
"283",2
"284",6
"285",2
"286",9
"287",9
"288",9
"289",9
"290",9
"291",2
"292",2
"293",2
"294",4
"295",4
"296",2
"297",9
"298",2
"299",2
"300",2
"301",9
"302",2
"303",2
"304",2
"305",2
"306",8
"307",9
"308",9
"309",9
"310",9
"311",9
"312",2
"313",2
"314",4
"315",9
"316",9
"317",9
"318",4
"319",9
"320",2
"321",1
"322",8
"323",8
"324",9
"325",9
"326",2
"327",1
"328",9
"329",9
"330",9
"331",9
"332",9
"333",8
"334",8
"335",9
"336",9
"337",2
"338",8
"339",9
"340",9
"341",1
"342",9
"343",8
"344",1
"345",1
"346",9
"347",9
"348",8
"349",8
"350",1
"351",1
"352",9
"353",9
"354",2
"355",9
"356",1
