"Unique_Checklist_ID","Latitude","Longitude","Count","Occur","Common_Name","summer_nbr_TCA_mean_600","summer_nbr_TCB_mean_600","summer_nbr_TCG_mean_600","summer_nbr_TCW_mean_600"
"43.76416_-123.64295_2018-05-23_WDRobinson",43.76416,-123.64295,1,1,"Hermit Warbler",0.627935635,0.245329724,0.172883004,-0.05611905
"43.76428_-123.64079_2018-05-23_WDRobinson",43.76428,-123.64079,1,1,"Hermit Warbler",0.607956335,0.248742104,0.16491302,-0.063963487
"43.76942_-123.65346_2018-05-23_WDRobinson",43.76942,-123.65346,0,0,"Hermit Warbler",0.569492573,0.261698814,0.164762602,-0.07809692
"43.77183_-123.36549_2018-05-23_WDRobinson",43.77183,-123.36549,2,1,"Hermit Warbler",0.701826698,0.217982136,0.184686001,-0.029792737
"43.7741_-123.32863_2014-05-26_TAHallman",43.7741,-123.32863,1,1,"Hermit Warbler",0.65930927,0.24487652,0.191019501,-0.040416008
"43.77435_-123.33199_2014-05-26_TAHallman",43.77435,-123.33199,1,1,"Hermit Warbler",0.69623327,0.250445204,0.209913898,-0.028917667
"43.77558_-123.90919_2018-05-23_WDRobinson",43.77558,-123.90919,2,1,"Hermit Warbler",0.648518864,0.294180686,0.22050265,-0.064347243
"43.77783_-123.55264_2018-05-23_WDRobinson",43.77783,-123.55264,1,1,"Hermit Warbler",0.671349456,0.235204054,0.185555107,-0.041835384
"43.77961_-123.37543_2018-05-23_WDRobinson",43.77961,-123.37543,1,1,"Hermit Warbler",0.714566934,0.225553321,0.196713869,-0.026784297
"43.78146_-123.388_2018-05-23_WDRobinson",43.78146,-123.388,1,1,"Hermit Warbler",0.700304614,0.214802449,0.181383667,-0.030470789
"43.78333_-123.38978_2018-05-23_WDRobinson",43.78333,-123.38978,1,1,"Hermit Warbler",0.696118588,0.223892665,0.186645209,-0.032785279
"43.78587_-123.55425_2018-05-23_WDRobinson",43.78587,-123.55425,0,0,"Hermit Warbler",0.716091489,0.238947482,0.2069227,-0.026209763
"43.79275_-123.54684_2018-05-23_WDRobinson",43.79275,-123.54684,1,1,"Hermit Warbler",0.712434723,0.224770682,0.195332497,-0.027023181
"43.80639_-123.64053_2018-05-23_WDRobinson",43.80639,-123.64053,2,1,"Hermit Warbler",0.687367356,0.225157197,0.184436032,-0.033788732
"43.80992_-123.32195_2019-05-18_WDRobinson",43.80992,-123.32195,1,1,"Hermit Warbler",0.696576937,0.245134617,0.20384436,-0.041956394
"43.812089_-122.38161_2019-05-25_TAHallman",43.812089,-122.38161,1,1,"Hermit Warbler",0.693143086,0.187554777,0.155525101,-0.018299026
"43.81424_-123.32358_2019-05-18_WDRobinson",43.81424,-123.32358,1,1,"Hermit Warbler",0.685072689,0.267135336,0.217363778,-0.051122846
"43.81615_-123.63171_2018-05-23_WDRobinson",43.81615,-123.63171,1,1,"Hermit Warbler",0.617751186,0.240573271,0.169968907,-0.055202462
"43.816517_-122.379331_2019-05-25_TAHallman",43.816517,-122.379331,0,0,"Hermit Warbler",0.680823843,0.19316886,0.155591585,-0.024720991
"43.8166_-123.32433_2019-05-18_WDRobinson",43.8166,-123.32433,1,1,"Hermit Warbler",0.673273931,0.274693407,0.218358771,-0.056238416
"43.816654_-124.066869_2018-05-25_TAHallman",43.816654,-124.066869,0,0,"Hermit Warbler",0.704194338,0.277064432,0.242742157,-0.029074365
"43.82718_-122.99121_2014-06-26_TAHallman",43.82718,-122.99121,0,0,"Hermit Warbler",0.63603807,0.258081227,0.190777003,-0.051415133
"43.83335_-122.98989_2014-06-26_TAHallman",43.83335,-122.98989,1,1,"Hermit Warbler",0.59226594,0.280025613,0.185279346,-0.071381629
