"","x"
"1",4
"2",7
"3",4
"4",6
"5",7
"6",1
"7",6
"8",1
"9",6
"10",7
"11",1
"12",5
"13",2
"14",9
"15",6
"16",4
"17",8
"18",3
"19",5
"20",2
"21",5
"22",8
"23",1
"24",7
"25",6
"26",2
"27",9
"28",2
"29",1
"30",5
"31",1
"32",5
"33",3
"34",7
"35",5
"36",4
"37",9
"38",4
"39",7
"40",3
"41",7
"42",7
"43",9
"44",6
"45",2
"46",3
"47",1
"48",4
"49",8
"50",2
"51",7
"52",2
"53",5
"54",3
"55",3
"56",3
"57",9
"58",5
"59",2
"60",1
"61",7
"62",9
"63",6
"64",2
"65",8
"66",9
"67",8
"68",3
"69",9
"70",3
"71",7
"72",7
"73",8
"74",4
"75",4
"76",8
"77",9
"78",5
"79",3
"80",3
"81",5
"82",5
"83",3
"84",5
"85",4
"86",6
"87",5
"88",1
"89",6
"90",4
"91",3
"92",1
"93",8
"94",7
"95",7
"96",7
"97",8
"98",3
"99",4
"100",1
"101",4
"102",5
"103",2
"104",3
"105",2
"106",3
"107",3
"108",1
"109",9
"110",2
"111",9
"112",9
"113",9
"114",4
"115",9
"116",7
"117",6
"118",3
"119",5
"120",6
"121",2
"122",5
"123",6
"124",8
"125",7
"126",4
"127",5
"128",2
"129",3
"130",8
"131",4
"132",4
"133",4
"134",7
"135",2
"136",7
"137",5
"138",7
"139",8
"140",9
"141",8
"142",5
"143",4
"144",7
"145",5
"146",1
"147",5
"148",8
"149",1
"150",6
"151",7
"152",2
"153",8
"154",9
"155",8
"156",5
"157",1
"158",1
"159",3
"160",9
"161",7
"162",5
"163",2
"164",8
"165",6
"166",8
"167",8
"168",4
"169",8
"170",4
"171",7
"172",3
"173",1
"174",9
"175",1
"176",5
"177",6
"178",1
"179",6
"180",6
"181",2
"182",1
"183",5
"184",1
"185",5
"186",9
"187",1
"188",5
"189",2
"190",7
"191",6
"192",9
"193",1
"194",1
"195",1
"196",8
"197",3
"198",6
"199",8
"200",3
"201",8
"202",9
"203",9
"204",3
"205",6
"206",8
"207",6
"208",4
"209",3
"210",8
"211",7
"212",5
"213",8
"214",3
"215",2
"216",7
"217",5
"218",6
"219",2
"220",8
"221",5
"222",8
"223",1
"224",7
"225",2
"226",4
"227",1
"228",8
"229",2
"230",6
"231",6
"232",1
"233",3
"234",8
"235",9
"236",3
"237",4
"238",6
"239",5
"240",1
"241",4
"242",3
"243",3
"244",5
"245",4
"246",7
"247",7
"248",2
"249",7
"250",8
