"","x"
"1",7
"2",7
"3",9
"4",6
"5",1
"6",8
"7",8
"8",9
"9",1
"10",7
"11",5
"12",7
"13",7
"14",5
"15",7
"16",9
"17",5
"18",9
"19",9
"20",7
"21",7
"22",9
"23",1
"24",1
"25",6
"26",9
"27",1
"28",9
"29",1
"30",9
"31",1
"32",1
"33",9
"34",7
"35",7
"36",9
"37",7
"38",1
"39",1
"40",7
"41",9
"42",7
"43",1
"44",9
"45",7
"46",1
"47",1
"48",1
"49",1
"50",9
"51",7
"52",7
"53",7
"54",1
"55",7
"56",9
"57",7
"58",5
"59",7
"60",6
"61",3
"62",7
"63",3
"64",1
"65",1
"66",7
"67",5
"68",7
"69",7
"70",1
"71",3
"72",1
"73",3
"74",7
"75",9
"76",1
"77",7
"78",7
"79",1
"80",5
"81",3
"82",7
"83",7
"84",7
"85",7
"86",7
"87",7
"88",6
"89",7
"90",7
"91",1
"92",1
"93",7
"94",9
"95",9
"96",9
"97",6
"98",9
"99",8
"100",9
"101",7
"102",7
"103",7
"104",7
"105",9
"106",7
"107",8
"108",7
"109",1
"110",7
"111",7
"112",8
"113",9
"114",7
"115",1
"116",7
"117",3
"118",7
"119",6
"120",7
"121",7
"122",6
"123",9
"124",5
"125",7
"126",7
"127",7
"128",7
"129",7
"130",7
"131",7
"132",7
"133",9
"134",7
"135",9
"136",9
"137",9
"138",7
"139",8
"140",7
"141",9
"142",9
"143",3
"144",1
"145",7
"146",7
"147",7
"148",1
"149",7
"150",5
"151",5
"152",7
"153",7
"154",1
"155",3
"156",7
"157",7
"158",7
"159",7
"160",9
"161",1
"162",9
"163",9
"164",3
"165",7
"166",7
"167",3
"168",1
"169",1
"170",9
"171",7
"172",7
"173",1
"174",9
"175",6
"176",1
"177",7
"178",7
"179",1
"180",9
"181",9
"182",7
"183",7
"184",7
"185",8
"186",9
"187",1
"188",9
"189",9
"190",9
"191",7
"192",7
"193",7
"194",7
"195",6
"196",7
"197",1
"198",7
"199",7
"200",1
"201",9
"202",6
"203",7
"204",7
"205",7
"206",6
"207",3
"208",9
"209",3
"210",7
"211",7
"212",7
"213",7
"214",7
"215",7
"216",7
"217",7
"218",7
"219",9
"220",7
"221",9
"222",4
"223",9
"224",9
"225",9
"226",7
"227",9
"228",1
"229",9
"230",7
"231",1
"232",7
"233",6
"234",7
"235",9
"236",7
"237",7
"238",7
"239",1
"240",1
"241",1
"242",7
"243",7
"244",7
"245",5
"246",3
"247",7
"248",7
"249",1
"250",1
"251",5
"252",5
"253",1
"254",3
"255",7
"256",1
"257",9
"258",1
"259",9
"260",7
"261",9
"262",9
"263",1
"264",7
"265",7
"266",7
"267",9
