"","x"
"1",4
"2",6
"3",7
"4",7
"5",7
"6",5
"7",7
"8",7
"9",9
"10",7
"11",9
"12",6
"13",7
"14",6
"15",4
"16",5
"17",6
"18",1
"19",4
"20",5
"21",1
"22",5
"23",6
"24",2
"25",7
"26",5
"27",7
"28",4
"29",2
"30",4
"31",4
"32",9
"33",5
"34",4
"35",6
"36",4
"37",7
"38",4
"39",7
"40",5
"41",1
"42",6
"43",7
"44",9
"45",7
"46",5
"47",4
"48",7
"49",5
"50",9
"51",4
"52",6
"53",6
"54",5
"55",4
"56",7
"57",4
"58",4
"59",7
"60",7
"61",5
"62",4
"63",5
"64",4
"65",7
"66",1
"67",7
"68",7
"69",6
"70",7
"71",4
"72",5
"73",5
"74",6
"75",7
"76",9
"77",9
"78",5
"79",1
"80",4
"81",9
"82",9
"83",9
"84",5
"85",4
"86",4
"87",4
"88",4
"89",5
"90",4
"91",5
"92",7
"93",6
"94",4
"95",6
"96",5
"97",4
"98",6
"99",4
"100",7
"101",6
"102",7
"103",5
"104",4
"105",4
"106",4
"107",6
"108",4
"109",4
"110",7
"111",4
"112",9
"113",4
"114",9
"115",1
"116",6
"117",7
"118",4
"119",5
"120",5
"121",7
"122",4
"123",5
"124",7
"125",5
"126",7
"127",2
"128",9
"129",7
"130",5
"131",7
"132",7
"133",4
"134",4
"135",5
"136",7
"137",5
"138",2
"139",6
"140",7
"141",1
"142",2
"143",1
"144",5
"145",5
"146",5
"147",4
"148",7
"149",9
"150",7
"151",5
"152",5
"153",7
"154",4
"155",5
"156",5
"157",7
"158",7
"159",4
"160",5
"161",4
"162",4
"163",7
"164",4
"165",5
"166",4
"167",1
"168",2
"169",4
"170",4
"171",2
"172",4
"173",2
"174",5
"175",5
"176",9
"177",4
"178",7
"179",4
"180",5
"181",4
"182",4
"183",5
"184",4
"185",7
"186",7
"187",9
"188",9
"189",4
"190",5
"191",7
"192",9
"193",4
"194",7
"195",4
"196",6
"197",4
"198",4
"199",5
"200",4
"201",7
