"","x"
"1",2
"2",3
"3",7
"4",1
"5",1
"6",7
"7",8
"8",4
"9",6
"10",4
"11",9
"12",5
"13",4
"14",4
"15",6
"16",3
"17",5
"18",8
"19",4
"20",2
"21",3
"22",7
"23",2
"24",4
"25",9
"26",5
"27",8
"28",3
"29",9
"30",2
"31",3
"32",8
"33",3
"34",8
"35",7
"36",9
"37",4
"38",4
"39",7
"40",9
"41",5
"42",2
"43",4
"44",8
"45",1
"46",1
"47",4
"48",2
"49",9
"50",5
"51",6
"52",7
"53",6
"54",5
"55",9
"56",6
"57",9
"58",3
"59",6
"60",4
"61",7
"62",6
"63",9
"64",2
"65",1
"66",2
"67",4
"68",8
"69",2
"70",7
"71",2
"72",9
"73",6
"74",9
"75",3
"76",3
"77",8
"78",7
"79",3
"80",8
"81",3
"82",5
"83",2
"84",1
"85",2
"86",6
"87",1
"88",6
"89",8
"90",4
"91",7
"92",5
"93",6
"94",6
"95",3
"96",5
"97",1
"98",6
"99",4
"100",1
"101",1
"102",3
"103",4
"104",4
"105",7
"106",5
"107",4
"108",9
"109",6
"110",8
"111",5
"112",1
"113",2
"114",4
"115",6
"116",4
"117",3
"118",8
"119",8
"120",8
"121",9
"122",4
"123",3
"124",8
"125",1
"126",2
"127",9
"128",1
"129",8
"130",1
"131",6
"132",6
"133",6
"134",3
"135",3
"136",2
"137",3
"138",4
"139",7
"140",2
"141",3
"142",1
"143",3
"144",7
"145",4
"146",5
"147",2
"148",5
"149",3
"150",5
"151",1
"152",2
"153",4
"154",2
"155",6
"156",6
"157",7
"158",5
"159",8
"160",7
"161",1
"162",7
"163",9
"164",4
"165",5
"166",9
"167",9
"168",9
"169",7
"170",9
"171",7
"172",4
"173",6
"174",7
"175",5
"176",7
"177",2
"178",7
"179",1
"180",6
"181",9
"182",1
"183",5
"184",9
"185",4
"186",3
"187",7
"188",2
"189",9
"190",3
"191",1
"192",3
"193",6
"194",9
"195",2
"196",3
"197",9
"198",3
"199",3
"200",3
"201",4
"202",3
"203",2
"204",3
"205",8
"206",6
"207",4
"208",8
"209",1
"210",8
"211",6
"212",6
"213",7
"214",1
"215",3
"216",9
"217",9
"218",3
"219",7
"220",3
"221",4
"222",7
"223",7
"224",9
"225",9
"226",7
"227",2
"228",3
"229",6
"230",9
"231",7
"232",9
"233",7
"234",5
"235",3
"236",9
"237",7
"238",7
"239",9
"240",6
"241",6
"242",5
"243",8
"244",3
"245",5
"246",8
"247",3
"248",5
"249",6
"250",1
"251",9
"252",9
"253",5
"254",3
"255",9
"256",6
"257",1
"258",1
"259",9
"260",2
"261",1
"262",2
"263",6
"264",9
"265",2
"266",3
"267",7
"268",1
"269",1
"270",7
"271",7
"272",2
"273",2
"274",3
"275",4
"276",8
"277",1
"278",3
"279",2
"280",7
"281",4
"282",2
"283",4
"284",7
"285",2
"286",7
"287",1
"288",3
"289",5
"290",8
"291",3
"292",4
"293",1
"294",7
"295",5
"296",4
"297",3
"298",8
"299",3
"300",6
"301",8
"302",9
"303",2
"304",4
"305",7
"306",1
"307",9
"308",3
"309",6
"310",6
"311",9
"312",7
"313",5
"314",9
"315",2
"316",6
"317",4
"318",1
"319",4
"320",2
"321",5
"322",8
"323",3
"324",4
"325",6
"326",5
"327",5
"328",4
"329",7
"330",8
"331",3
"332",3
"333",2
"334",9
"335",4
"336",3
"337",1
"338",9
"339",8
"340",9
"341",2
"342",3
"343",7
"344",1
"345",6
"346",4
"347",3
"348",7
"349",3
"350",2
"351",9
"352",8
"353",1
"354",9
"355",4
"356",2
"357",3
"358",7
"359",2
"360",4
"361",1
"362",2
"363",9
"364",6
"365",3
"366",6
"367",2
"368",5
"369",5
"370",8
"371",1
"372",3
"373",2
"374",1
"375",1
"376",9
"377",9
"378",2
"379",9
"380",4
"381",7
"382",9
"383",6
"384",1
"385",1
"386",9
"387",4
"388",7
"389",1
"390",1
"391",3
"392",7
"393",5
"394",6
"395",4
"396",8
"397",9
"398",2
"399",1
"400",5
"401",1
"402",5
"403",9
"404",7
"405",1
"406",3
"407",8
"408",6
"409",8
"410",5
"411",1
"412",9
"413",7
"414",5
"415",1
"416",7
"417",2
"418",5
"419",9
"420",1
"421",6
"422",7
"423",7
"424",2
"425",8
"426",9
"427",7
"428",7
"429",3
"430",8
"431",2
"432",2
"433",1
"434",2
"435",4
"436",3
"437",1
"438",4
"439",3
"440",8
"441",2
"442",6
"443",8
"444",9
"445",6
"446",3
"447",6
"448",7
"449",7
"450",4
"451",7
"452",5
"453",6
"454",5
"455",6
"456",4
"457",7
"458",4
"459",6
"460",1
"461",2
"462",4
"463",6
"464",6
"465",2
"466",3
"467",8
"468",8
"469",6
"470",6
"471",5
"472",7
"473",8
"474",8
"475",2
"476",3
"477",3
"478",5
"479",2
"480",2
"481",2
"482",4
"483",5
"484",8
"485",3
"486",8
"487",1
"488",4
"489",6
"490",2
"491",4
"492",6
"493",4
"494",9
"495",7
"496",4
"497",5
"498",1
"499",3
"500",8
"501",1
"502",5
"503",8
"504",7
"505",4
"506",1
"507",6
"508",6
"509",2
"510",1
"511",9
"512",3
"513",9
"514",4
"515",8
"516",7
"517",9
"518",6
"519",5
"520",8
"521",4
"522",7
"523",4
"524",9
"525",9
"526",5
"527",3
"528",5
"529",3
"530",4
"531",7
"532",6
"533",2
"534",3
"535",9
"536",9
"537",8
"538",3
"539",4
"540",2
"541",9
"542",6
"543",1
"544",5
"545",4
"546",9
"547",1
"548",1
"549",6
"550",8
"551",2
"552",5
"553",2
"554",3
"555",8
"556",6
"557",9
"558",7
"559",4
"560",6
"561",8
"562",5
"563",8
"564",7
"565",4
"566",6
"567",1
"568",7
"569",5
"570",2
"571",7
"572",2
"573",1
"574",2
"575",9
"576",8
"577",8
"578",6
"579",5
"580",3
"581",6
"582",5
"583",2
"584",6
"585",8
"586",7
"587",4
"588",6
"589",4
"590",8
"591",6
"592",3
"593",4
"594",3
"595",3
"596",5
"597",8
"598",4
"599",9
"600",9
"601",3
"602",1
"603",9
"604",2
"605",3
"606",2
"607",5
"608",4
"609",4
"610",7
"611",1
"612",3
"613",4
"614",5
"615",1
"616",5
"617",6
"618",9
"619",1
"620",2
"621",8
"622",8
"623",2
"624",1
"625",9
"626",7
"627",9
"628",9
"629",8
"630",9
"631",9
"632",9
"633",7
"634",5
"635",6
"636",3
"637",7
"638",2
"639",1
"640",7
"641",5
"642",5
"643",1
"644",7
"645",7
"646",5
"647",2
"648",8
"649",8
"650",6
"651",3
"652",5
"653",3
"654",6
"655",3
"656",7
"657",1
"658",8
"659",3
"660",1
"661",4
"662",5
"663",4
"664",6
"665",9
"666",7
"667",2
"668",5
"669",6
"670",9
"671",6
"672",1
"673",5
"674",7
"675",3
"676",3
"677",5
"678",8
"679",9
"680",8
"681",4
"682",1
"683",4
"684",9
"685",3
"686",3
"687",2
"688",3
"689",4
"690",4
"691",7
"692",8
"693",7
"694",7
"695",9
"696",6
"697",9
"698",4
"699",6
"700",5
"701",3
"702",5
"703",6
"704",2
"705",7
"706",6
"707",9
"708",7
"709",8
"710",5
"711",4
"712",2
"713",7
"714",4
"715",5
"716",4
"717",9
"718",5
"719",2
"720",2
"721",7
"722",8
"723",1
"724",8
"725",6
"726",1
"727",7
"728",2
"729",5
"730",2
"731",4
"732",5
"733",7
"734",6
"735",4
"736",8
"737",6
"738",8
"739",8
"740",1
"741",3
"742",3
"743",5
"744",6
"745",2
"746",9
"747",3
"748",6
"749",9
"750",5
"751",9
"752",6
"753",1
"754",2
"755",1
"756",3
"757",1
"758",6
