"","x"
"1",4
"2",3
"3",5
"4",9
"5",6
"6",5
"7",6
"8",3
"9",4
"10",4
"11",5
"12",6
"13",4
"14",3
"15",3
"16",5
"17",5
"18",6
"19",7
"20",5
"21",5
"22",4
"23",5
"24",3
"25",4
"26",6
"27",3
"28",6
"29",7
"30",3
"31",9
"32",3
"33",3
"34",9
"35",9
"36",6
"37",4
"38",5
"39",3
"40",9
"41",5
"42",1
"43",3
"44",1
"45",5
"46",5
"47",6
"48",6
"49",3
"50",3
"51",7
"52",1
"53",9
"54",6
"55",4
"56",4
"57",4
"58",6
"59",5
"60",6
"61",5
"62",5
"63",6
"64",9
"65",6
"66",5
"67",4
"68",4
"69",6
"70",4
"71",4
"72",4
"73",1
"74",3
"75",6
"76",6
"77",5
"78",6
"79",3
"80",4
"81",4
"82",1
"83",9
"84",4
"85",5
"86",5
"87",4
"88",9
"89",6
"90",5
"91",6
"92",4
"93",5
"94",7
"95",5
"96",5
"97",6
"98",9
"99",4
"100",5
"101",9
"102",5
"103",3
"104",6
"105",5
"106",3
"107",6
"108",9
"109",6
"110",1
"111",9
"112",4
"113",4
"114",6
"115",6
"116",4
"117",4
"118",4
"119",5
"120",3
"121",5
"122",3
"123",2
"124",4
"125",3
"126",9
"127",4
"128",5
"129",4
"130",9
"131",9
"132",3
"133",6
"134",3
"135",6
"136",5
"137",4
"138",8
"139",6
"140",1
"141",9
"142",3
"143",6
"144",5
"145",9
"146",4
"147",6
"148",7
"149",4
"150",3
"151",3
"152",3
"153",9
"154",9
"155",6
"156",5
"157",5
"158",9
"159",4
"160",5
"161",4
"162",4
"163",5
"164",4
"165",9
"166",6
"167",4
"168",1
"169",3
"170",6
"171",4
"172",5
"173",6
"174",9
"175",6
"176",3
"177",6
"178",5
"179",9
"180",8
"181",5
"182",5
"183",3
"184",4
"185",9
"186",9
"187",9
"188",9
"189",4
"190",5
"191",9
"192",5
"193",4
"194",5
"195",5
"196",9
"197",1
"198",5
"199",3
"200",4
"201",5
"202",5
"203",9
"204",3
"205",4
"206",5
"207",5
"208",5
"209",5
"210",7
"211",4
"212",5
"213",9
"214",3
"215",7
"216",6
"217",7
"218",6
"219",3
"220",5
"221",4
"222",4
"223",5
"224",4
"225",5
"226",5
"227",9
"228",3
"229",5
"230",4
"231",9
"232",6
"233",3
"234",9
"235",5
"236",1
"237",5
"238",4
"239",7
"240",9
"241",6
"242",4
"243",3
"244",4
"245",5
"246",1
"247",3
"248",4
"249",6
"250",9
"251",4
"252",4
"253",3
"254",3
"255",9
"256",9
"257",9
"258",4
"259",5
"260",7
"261",9
"262",9
"263",6
"264",4
"265",4
"266",4
"267",4
"268",3
"269",5
"270",1
"271",1
"272",8
"273",5
"274",9
"275",9
"276",4
"277",9
"278",4
"279",5
"280",9
"281",4
"282",1
"283",4
"284",3
"285",5
"286",9
"287",4
"288",6
"289",5
"290",5
"291",9
"292",6
"293",5
"294",3
"295",6
"296",6
"297",8
"298",3
"299",7
"300",6
"301",4
"302",9
"303",3
"304",7
"305",6
"306",7
"307",7
"308",6
"309",4
"310",9
"311",3
"312",3
"313",9
"314",5
"315",9
"316",9
"317",4
"318",9
"319",5
"320",5
"321",5
"322",4
"323",9
"324",6
"325",4
"326",9
"327",4
"328",3
"329",3
"330",4
"331",3
"332",3
"333",4
"334",3
"335",3
"336",6
"337",6
"338",9
"339",1
"340",1
"341",9
"342",9
"343",6
"344",3
"345",6
"346",4
"347",6
"348",4
"349",4
"350",9
"351",4
"352",5
"353",5
"354",9
"355",4
"356",5
"357",5
"358",5
"359",4
"360",3
"361",5
"362",3
"363",9
"364",6
"365",5
"366",4
"367",4
"368",4
"369",4
"370",6
"371",1
"372",4
"373",9
"374",4
"375",7
"376",4
"377",4
"378",5
"379",5
"380",6
"381",3
"382",3
"383",6
"384",3
"385",5
"386",5
"387",5
"388",4
"389",4
"390",5
"391",9
"392",6
"393",4
"394",6
"395",5
"396",5
"397",5
"398",6
"399",6
"400",9
"401",3
"402",1
"403",9
"404",6
"405",4
"406",4
"407",6
"408",3
"409",6
"410",5
"411",5
"412",5
"413",3
"414",4
"415",1
"416",6
"417",5
"418",9
"419",3
"420",9
"421",9
"422",4
"423",4
"424",3
"425",6
"426",5
"427",8
"428",5
"429",5
"430",8
"431",6
"432",3
"433",4
"434",4
"435",7
"436",3
"437",7
"438",6
"439",4
"440",3
"441",3
"442",3
"443",5
"444",9
"445",4
"446",7
"447",5
"448",3
"449",9
"450",5
"451",9
"452",3
"453",5
"454",5
"455",4
"456",5
"457",9
"458",4
"459",3
"460",4
"461",6
"462",9
"463",5
"464",3
"465",3
"466",6
"467",4
"468",6
"469",1
"470",5
"471",4
"472",5
"473",6
"474",5
"475",5
"476",6
"477",5
"478",4
"479",4
"480",5
"481",6
"482",5
"483",3
"484",3
"485",1
"486",6
"487",4
"488",5
"489",9
"490",7
"491",4
"492",6
"493",5
"494",3
"495",4
"496",9
"497",1
"498",5
"499",4
"500",6
"501",4
"502",9
"503",6
"504",5
"505",6
"506",7
"507",5
"508",1
"509",5
"510",3
"511",4
"512",6
"513",6
"514",5
"515",5
"516",5
"517",1
"518",6
"519",3
"520",6
"521",4
"522",6
"523",4
"524",6
"525",3
"526",3
"527",6
"528",4
"529",9
"530",6
"531",9
"532",9
"533",7
"534",5
"535",9
"536",5
"537",6
"538",4
"539",4
"540",3
"541",3
"542",4
"543",4
"544",4
"545",9
"546",4
"547",3
"548",9
"549",3
"550",9
"551",2
"552",4
"553",6
"554",5
"555",4
"556",6
"557",7
"558",9
"559",4
"560",4
"561",5
"562",4
"563",5
"564",9
"565",4
"566",6
"567",6
"568",1
"569",7
"570",6
"571",4
"572",4
"573",3
"574",4
"575",4
"576",4
"577",6
"578",5
"579",9
"580",3
"581",9
"582",7
"583",5
"584",4
"585",4
"586",4
"587",5
"588",3
"589",5
"590",9
"591",1
"592",3
"593",5
"594",5
"595",5
"596",5
"597",9
"598",4
"599",5
"600",9
"601",5
"602",6
"603",3
"604",7
"605",5
"606",5
"607",4
"608",8
"609",3
"610",9
"611",6
"612",9
"613",9
"614",4
"615",3
"616",9
"617",1
"618",1
"619",3
"620",6
"621",9
"622",4
"623",5
"624",4
"625",8
"626",3
"627",9
"628",5
"629",6
"630",6
"631",6
"632",4
"633",3
"634",4
"635",8
"636",4
"637",4
"638",5
"639",4
"640",6
"641",4
"642",7
"643",3
"644",5
"645",4
"646",4
"647",3
"648",9
"649",4
"650",4
"651",3
"652",1
"653",5
"654",9
"655",3
"656",9
"657",4
"658",5
"659",4
"660",4
"661",7
"662",4
"663",3
"664",5
"665",9
"666",5
"667",4
"668",5
"669",5
"670",6
"671",3
"672",3
"673",9
"674",6
"675",8
"676",6
"677",5
"678",5
"679",9
"680",5
"681",7
"682",6
"683",4
"684",4
"685",3
"686",5
"687",9
"688",4
"689",6
"690",6
"691",5
"692",3
"693",4
"694",5
"695",4
"696",7
"697",5
"698",6
"699",1
"700",6
"701",4
"702",6
"703",4
"704",4
"705",4
"706",4
"707",9
"708",4
"709",7
"710",4
"711",4
"712",6
"713",9
"714",4
