"","x"
"1",7
"2",7
"3",9
"4",6
"5",8
"6",6
"7",9
"8",9
"9",2
"10",9
"11",6
"12",9
"13",8
"14",3
"15",8
"16",6
"17",9
"18",9
"19",1
"20",9
"21",8
"22",8
"23",6
"24",3
"25",6
"26",9
"27",8
"28",9
"29",9
"30",9
"31",4
"32",9
"33",4
"34",8
"35",9
"36",3
"37",9
"38",3
"39",8
"40",3
"41",9
"42",6
"43",9
"44",9
"45",3
"46",8
"47",9
"48",9
"49",6
"50",9
"51",9
"52",1
"53",3
"54",9
"55",9
"56",9
"57",3
"58",4
"59",9
"60",7
"61",9
"62",9
"63",9
"64",9
"65",9
"66",7
"67",4
"68",9
"69",8
"70",9
"71",8
"72",9
"73",9
"74",9
"75",8
"76",9
"77",8
"78",9
"79",9
"80",9
"81",9
"82",9
"83",9
"84",9
"85",9
"86",3
"87",4
"88",7
"89",7
"90",9
"91",7
"92",3
"93",9
"94",9
"95",9
"96",9
"97",6
"98",3
"99",9
"100",3
"101",9
"102",3
"103",8
"104",9
"105",9
"106",6
"107",4
"108",3
"109",9
"110",3
"111",3
"112",7
"113",4
"114",9
"115",9
"116",9
"117",9
"118",9
"119",7
"120",9
"121",8
"122",6
"123",3
"124",9
"125",7
"126",9
"127",8
"128",9
"129",3
"130",7
"131",8
"132",9
"133",3
"134",9
"135",9
"136",6
"137",3
"138",9
"139",3
"140",4
"141",9
"142",9
"143",8
"144",3
"145",7
"146",9
"147",9
"148",9
"149",3
"150",9
"151",4
"152",9
"153",9
"154",9
"155",9
"156",3
"157",8
"158",9
"159",9
"160",7
"161",4
"162",8
"163",9
"164",3
"165",9
"166",8
"167",1
"168",3
"169",7
"170",9
"171",6
"172",3
"173",4
"174",8
"175",9
"176",9
"177",9
"178",8
"179",8
"180",4
"181",9
"182",7
"183",9
"184",9
"185",9
"186",3
"187",9
"188",7
"189",9
"190",7
"191",3
"192",2
"193",7
"194",3
"195",8
"196",4
"197",9
"198",9
"199",7
"200",9
"201",7
"202",3
"203",6
"204",3
"205",9
"206",3
"207",4
"208",9
"209",7
"210",8
"211",1
"212",8
"213",9
"214",9
"215",9
"216",9
"217",9
"218",4
"219",7
"220",8
"221",4
"222",2
"223",7
"224",9
"225",3
"226",9
"227",9
"228",6
"229",9
"230",9
"231",3
"232",9
"233",9
"234",9
"235",9
"236",9
"237",7
"238",9
"239",7
"240",9
"241",9
"242",3
"243",6
"244",3
"245",9
"246",3
"247",1
"248",9
"249",3
"250",9
"251",8
"252",9
"253",9
"254",9
"255",9
"256",6
"257",6
"258",9
"259",7
"260",8
"261",3
"262",6
"263",9
"264",7
"265",9
"266",4
"267",9
