"","x"
"1",4
"2",2
"3",1
"4",3
"5",3
"6",5
"7",2
"8",5
"9",4
"10",6
"11",8
"12",2
"13",9
"14",7
"15",2
"16",3
"17",2
"18",4
"19",3
"20",7
"21",5
"22",7
"23",8
"24",1
"25",2
"26",2
"27",8
"28",4
"29",8
"30",5
"31",8
"32",8
"33",1
"34",9
"35",2
"36",5
"37",1
"38",8
"39",8
"40",1
"41",9
"42",6
"43",5
"44",7
"45",1
"46",6
"47",1
"48",1
"49",3
"50",3
"51",6
"52",9
"53",4
"54",2
"55",6
"56",1
"57",8
"58",6
"59",9
"60",2
"61",2
"62",4
"63",4
"64",7
"65",1
"66",4
"67",2
"68",5
"69",8
"70",5
"71",3
"72",3
"73",5
"74",6
"75",4
"76",5
"77",8
"78",2
"79",8
"80",6
"81",4
"82",6
"83",5
"84",5
"85",8
"86",5
"87",6
"88",7
"89",6
"90",5
"91",3
"92",1
"93",4
"94",1
"95",1
"96",6
"97",5
"98",7
"99",3
"100",8
"101",5
"102",9
"103",7
"104",7
"105",6
"106",6
"107",1
"108",9
"109",5
"110",8
"111",5
"112",6
"113",8
"114",5
"115",5
"116",2
"117",4
"118",6
"119",8
"120",3
"121",9
"122",1
"123",4
"124",2
"125",5
"126",2
"127",9
"128",4
"129",8
"130",8
"131",9
"132",4
"133",5
"134",9
"135",1
"136",8
"137",6
"138",9
"139",9
"140",6
"141",7
"142",9
"143",5
"144",2
"145",1
"146",9
"147",7
"148",2
"149",9
"150",9
"151",9
"152",2
"153",8
"154",2
"155",9
"156",3
"157",7
"158",1
"159",6
"160",9
"161",1
"162",6
"163",4
"164",4
"165",7
"166",7
"167",4
"168",3
"169",6
"170",3
"171",3
"172",7
"173",9
"174",4
"175",9
"176",8
"177",5
"178",6
"179",4
"180",1
"181",4
"182",9
"183",5
"184",9
"185",7
"186",5
"187",7
"188",6
"189",7
"190",5
"191",2
"192",9
"193",1
"194",3
"195",9
"196",8
"197",3
"198",8
"199",4
"200",5
"201",5
"202",4
"203",7
"204",7
"205",9
"206",7
"207",5
"208",7
"209",3
"210",6
"211",5
"212",6
"213",4
"214",6
"215",1
"216",1
"217",9
"218",2
"219",3
"220",8
"221",9
"222",5
"223",7
"224",9
"225",3
"226",4
"227",1
"228",2
"229",1
"230",8
"231",1
"232",6
"233",8
"234",1
"235",6
"236",4
"237",3
"238",5
"239",4
"240",4
"241",4
"242",3
"243",7
"244",2
"245",6
"246",4
"247",3
"248",1
"249",1
"250",3
"251",5
"252",3
"253",4
"254",4
"255",6
"256",9
"257",8
"258",7
"259",9
"260",7
"261",8
"262",1
"263",4
"264",8
"265",1
"266",9
"267",8
"268",2
"269",2
"270",3
"271",6
"272",8
"273",8
"274",7
"275",2
"276",4
"277",5
"278",9
"279",2
"280",5
"281",6
"282",6
"283",9
"284",9
"285",8
"286",6
"287",4
"288",2
"289",6
"290",1
"291",4
"292",5
"293",5
"294",8
"295",4
"296",6
"297",6
"298",6
"299",7
"300",4
"301",5
"302",8
"303",1
"304",3
"305",3
"306",5
"307",7
"308",9
"309",8
"310",7
"311",6
"312",4
"313",9
"314",3
"315",1
"316",7
"317",4
"318",3
"319",4
"320",7
"321",7
"322",3
"323",8
"324",9
"325",6
"326",9
"327",4
"328",1
"329",1
"330",9
"331",8
"332",8
"333",1
"334",9
"335",4
"336",9
"337",9
"338",2
"339",4
"340",6
"341",4
"342",2
