"","x"
"1",4
"2",3
"3",5
"4",5
"5",8
"6",2
"7",9
"8",7
"9",2
"10",8
"11",5
"12",6
"13",3
"14",2
"15",4
"16",1
"17",7
"18",8
"19",3
"20",7
"21",5
"22",7
"23",4
"24",5
"25",6
"26",1
"27",5
"28",9
"29",9
"30",4
"31",4
"32",5
"33",5
"34",3
"35",3
"36",1
"37",3
"38",9
"39",4
"40",6
"41",2
"42",6
"43",6
"44",5
"45",9
"46",7
"47",1
"48",7
"49",5
"50",5
"51",4
"52",2
"53",6
"54",4
"55",3
"56",7
"57",4
"58",8
"59",3
"60",3
"61",1
"62",3
"63",8
"64",2
"65",1
"66",1
"67",4
"68",8
"69",6
"70",4
"71",6
"72",9
"73",6
"74",4
"75",9
"76",2
"77",4
"78",7
"79",8
"80",4
"81",4
"82",3
"83",7
"84",4
"85",4
"86",5
"87",7
"88",7
"89",5
"90",7
"91",6
"92",4
"93",7
"94",2
"95",1
"96",9
"97",9
"98",5
"99",4
"100",4
"101",5
"102",2
"103",1
"104",4
"105",4
"106",7
"107",7
"108",4
"109",5
"110",9
"111",1
"112",1
"113",5
"114",1
"115",1
"116",1
"117",1
"118",5
"119",5
"120",3
"121",2
"122",4
"123",7
"124",1
"125",6
"126",9
"127",4
"128",1
"129",4
"130",4
"131",9
"132",8
"133",5
"134",5
"135",4
"136",7
"137",5
"138",9
"139",8
"140",6
"141",9
"142",1
"143",2
"144",9
"145",2
"146",4
"147",9
"148",2
"149",5
"150",4
"151",4
"152",5
"153",1
"154",5
"155",9
"156",1
"157",6
"158",7
"159",1
"160",7
"161",9
"162",6
"163",2
"164",5
"165",7
"166",1
"167",8
"168",5
"169",6
"170",9
"171",1
"172",7
"173",6
"174",6
"175",3
"176",7
"177",6
"178",3
"179",9
"180",1
"181",3
"182",5
"183",5
"184",1
"185",9
"186",4
"187",5
"188",4
"189",6
"190",4
"191",5
"192",9
"193",3
"194",7
"195",3
"196",5
"197",2
"198",4
"199",2
"200",2
"201",7
"202",6
"203",5
"204",4
"205",2
"206",5
"207",1
"208",9
"209",8
"210",7
"211",8
"212",1
"213",5
"214",8
"215",1
"216",4
"217",2
"218",2
"219",9
"220",7
"221",2
"222",7
"223",9
"224",5
"225",7
"226",8
"227",6
"228",3
"229",9
"230",3
"231",5
"232",8
"233",2
"234",5
"235",5
"236",3
"237",2
"238",5
"239",5
"240",2
"241",1
"242",3
"243",4
"244",2
"245",4
"246",4
"247",2
"248",2
"249",5
"250",5
"251",7
"252",3
"253",8
"254",1
"255",6
"256",5
"257",4
"258",7
"259",6
"260",2
"261",7
"262",8
"263",1
"264",1
"265",3
"266",1
"267",5
"268",1
"269",3
"270",9
"271",7
"272",5
"273",1
"274",1
"275",4
"276",1
"277",9
"278",2
"279",5
"280",4
"281",9
"282",4
"283",6
"284",5
"285",4
"286",6
"287",1
"288",1
"289",9
"290",6
"291",7
"292",3
"293",4
"294",2
"295",7
"296",5
"297",6
"298",4
"299",5
"300",2
"301",8
"302",2
"303",3
"304",7
"305",1
"306",4
"307",6
"308",5
"309",8
"310",8
"311",3
"312",3
"313",1
"314",3
"315",4
"316",9
"317",4
"318",1
"319",1
"320",3
"321",1
"322",8
"323",6
"324",1
"325",4
"326",9
"327",2
"328",7
"329",2
"330",8
"331",5
"332",3
"333",4
"334",7
"335",6
"336",6
"337",7
"338",8
"339",3
"340",4
"341",1
"342",1
"343",8
"344",5
"345",1
"346",1
"347",5
"348",1
"349",7
"350",8
"351",7
"352",7
"353",5
"354",3
"355",8
"356",5
"357",7
"358",6
"359",2
"360",7
"361",5
"362",4
"363",8
"364",7
"365",3
"366",9
"367",1
"368",3
"369",3
"370",2
"371",2
"372",3
"373",7
"374",1
"375",3
"376",9
"377",4
"378",5
"379",1
"380",6
"381",7
"382",9
"383",5
"384",9
"385",1
"386",8
"387",2
"388",3
"389",7
"390",1
"391",3
"392",2
"393",3
"394",4
"395",3
"396",8
"397",1
"398",2
"399",3
"400",7
"401",2
"402",4
"403",6
"404",5
"405",4
"406",2
"407",2
"408",1
"409",4
"410",5
"411",9
"412",8
"413",7
"414",8
"415",8
"416",1
"417",7
"418",6
"419",9
"420",2
"421",9
"422",7
"423",6
"424",9
"425",3
"426",4
"427",1
"428",3
"429",2
"430",4
"431",8
"432",5
"433",5
"434",9
"435",8
"436",9
"437",7
"438",2
"439",5
"440",8
"441",9
"442",6
"443",3
"444",1
"445",7
"446",5
"447",4
"448",3
"449",6
"450",6
"451",2
"452",6
"453",4
"454",9
"455",1
"456",3
"457",3
"458",6
"459",5
"460",5
"461",6
"462",4
"463",8
"464",7
"465",2
"466",9
"467",4
"468",4
"469",8
"470",8
"471",6
"472",9
"473",8
"474",3
"475",9
"476",9
"477",5
"478",8
"479",9
"480",7
"481",7
"482",6
"483",1
"484",2
"485",6
"486",2
"487",8
"488",8
"489",7
"490",2
"491",5
"492",3
"493",8
"494",2
"495",8
"496",2
"497",7
"498",9
"499",8
"500",5
"501",3
"502",9
"503",9
"504",3
"505",6
"506",7
"507",1
"508",5
"509",2
"510",9
"511",2
"512",8
"513",7
"514",1
"515",3
"516",6
"517",6
"518",1
"519",4
"520",2
"521",4
"522",2
"523",9
"524",3
"525",6
"526",5
"527",1
"528",2
"529",7
"530",7
"531",6
"532",6
"533",5
"534",3
"535",9
"536",7
"537",1
"538",9
"539",8
"540",5
"541",8
"542",3
"543",8
"544",2
"545",9
"546",9
"547",8
"548",3
"549",8
"550",2
"551",5
"552",1
"553",3
"554",7
"555",1
"556",6
"557",5
"558",9
"559",1
"560",7
"561",4
"562",5
"563",4
"564",5
"565",9
"566",4
"567",7
"568",7
"569",7
"570",1
"571",2
"572",2
"573",6
"574",8
"575",4
"576",5
"577",1
"578",8
"579",6
"580",9
"581",6
"582",5
"583",9
"584",7
"585",8
"586",9
"587",2
"588",5
"589",7
"590",7
"591",1
"592",6
"593",7
"594",2
"595",5
"596",5
"597",1
"598",7
"599",9
"600",7
"601",8
"602",7
"603",2
"604",1
"605",5
"606",9
"607",8
"608",1
"609",1
"610",9
"611",7
"612",7
"613",2
"614",5
"615",5
"616",6
"617",2
"618",2
"619",4
"620",7
"621",5
"622",5
"623",2
"624",2
"625",8
"626",6
"627",2
"628",4
"629",4
"630",8
"631",9
"632",9
"633",3
"634",9
"635",1
"636",5
"637",3
"638",6
"639",3
"640",8
"641",2
"642",5
"643",8
"644",4
"645",5
"646",4
"647",9
"648",3
"649",4
"650",2
"651",3
"652",8
"653",2
"654",8
"655",2
"656",4
"657",7
"658",3
"659",1
"660",7
"661",2
"662",1
"663",9
"664",8
"665",9
"666",1
"667",5
"668",5
"669",8
"670",2
"671",6
"672",6
"673",4
"674",5
"675",6
"676",3
"677",7
"678",1
"679",6
"680",6
"681",5
"682",8
"683",5
"684",8
"685",9
"686",8
"687",3
"688",6
"689",8
"690",3
"691",6
"692",3
"693",4
"694",5
"695",6
"696",4
"697",4
"698",5
"699",8
"700",4
"701",9
"702",4
"703",9
"704",3
"705",3
"706",5
"707",1
"708",5
"709",4
"710",7
"711",1
"712",4
"713",3
"714",5
