"Unique_Checklist_ID","Latitude","Longitude","Count","Occur","Common_Name","summer_nbr_TCA_mean_600","summer_nbr_TCB_mean_600","summer_nbr_TCG_mean_600","summer_nbr_TCW_mean_600"
"43.76428_-123.64079_2018-05-23_WDRobinson",43.76428,-123.64079,1,1,"Hermit Warbler",0.607956335,0.248742104,0.16491302,-0.063963487
"43.77331_-123.33855_2014-05-26_TAHallman",43.77331,-123.33855,3,1,"Hermit Warbler",0.707367605,0.228588916,0.195969216,-0.022363713
"43.77341_-123.34148_2014-05-26_TAHallman",43.77341,-123.34148,3,1,"Hermit Warbler",0.695179488,0.219130854,0.182780472,-0.025663565
"43.77388_-123.37154_2018-05-23_WDRobinson",43.77388,-123.37154,0,0,"Hermit Warbler",0.72926734,0.244244876,0.219836765,-0.022397182
"43.7741_-123.32863_2014-05-26_TAHallman",43.7741,-123.32863,1,1,"Hermit Warbler",0.65930927,0.24487652,0.191019501,-0.040416008
"43.77435_-123.33199_2014-05-26_TAHallman",43.77435,-123.33199,1,1,"Hermit Warbler",0.69623327,0.250445204,0.209913898,-0.028917667
"43.775225_-123.903211_2018-05-25_TAHallman",43.775225,-123.903211,0,0,"Hermit Warbler",0.606975148,0.307066194,0.207223995,-0.083377299
"43.77725_-123.90317_2018-05-23_WDRobinson",43.77725,-123.90317,1,1,"Hermit Warbler",0.602632096,0.311563881,0.208558326,-0.08719622
"43.77783_-123.55264_2018-05-23_WDRobinson",43.77783,-123.55264,1,1,"Hermit Warbler",0.671349456,0.235204054,0.185555107,-0.041835384
"43.77961_-123.37543_2018-05-23_WDRobinson",43.77961,-123.37543,1,1,"Hermit Warbler",0.714566934,0.225553321,0.196713869,-0.026784297
"43.78138_-123.90338_2018-05-23_WDRobinson",43.78138,-123.90338,1,1,"Hermit Warbler",0.604382361,0.316364812,0.214408381,-0.092020852
"43.781411_-123.90326_2018-05-25_TAHallman",43.781411,-123.90326,0,0,"Hermit Warbler",0.602579873,0.31714326,0.214052691,-0.092953822
"43.78146_-123.388_2018-05-23_WDRobinson",43.78146,-123.388,1,1,"Hermit Warbler",0.700304614,0.214802449,0.181383667,-0.030470789
"43.78231_-123.89735_2018-05-23_WDRobinson",43.78231,-123.89735,0,0,"Hermit Warbler",0.579694908,0.319931475,0.204005141,-0.100980601
"43.78333_-123.38978_2018-05-23_WDRobinson",43.78333,-123.38978,1,1,"Hermit Warbler",0.696118588,0.223892665,0.186645209,-0.032785279
"43.783481_-123.8914151_2018-05-25_TAHallman",43.783481,-123.8914151,0,0,"Hermit Warbler",0.64997543,0.294133186,0.221434913,-0.068381205
"43.78587_-123.55425_2018-05-23_WDRobinson",43.78587,-123.55425,0,0,"Hermit Warbler",0.716091489,0.238947482,0.2069227,-0.026209763
"43.79372_-122.99075_2019-05-27_WDRobinson",43.79372,-122.99075,0,0,"Hermit Warbler",0.4596891,0.324614364,0.150355545,-0.125148233
"43.80992_-123.32195_2019-05-18_WDRobinson",43.80992,-123.32195,1,1,"Hermit Warbler",0.696576937,0.245134617,0.20384436,-0.041956394
"43.812089_-122.38161_2019-05-25_TAHallman",43.812089,-122.38161,1,1,"Hermit Warbler",0.693143086,0.187554777,0.155525101,-0.018299026
"43.81424_-123.32358_2019-05-18_WDRobinson",43.81424,-123.32358,1,1,"Hermit Warbler",0.685072689,0.267135336,0.217363778,-0.051122846
"43.8146_-122.38141_2019-05-25_TAHallman",43.8146,-122.38141,2,1,"Hermit Warbler",0.685405592,0.193794909,0.157962767,-0.022178603
"43.81615_-123.63171_2018-05-23_WDRobinson",43.81615,-123.63171,1,1,"Hermit Warbler",0.617751186,0.240573271,0.169968907,-0.055202462
"43.8166_-123.32433_2019-05-18_WDRobinson",43.8166,-123.32433,1,1,"Hermit Warbler",0.673273931,0.274693407,0.218358771,-0.056238416
"43.816654_-124.066869_2018-05-25_TAHallman",43.816654,-124.066869,0,0,"Hermit Warbler",0.704194338,0.277064432,0.242742157,-0.029074365
"43.81676_-123.33482_2014-06-03_JRCurtis",43.81676,-123.33482,4,1,"Hermit Warbler",0.696565716,0.200726302,0.168709392,-0.023302909
"43.8169_-123.62422_2018-05-23_WDRobinson",43.8169,-123.62422,1,1,"Hermit Warbler",0.653516647,0.227322146,0.171890829,-0.041886503
"43.82047_-123.33354_2014-06-03_JRCurtis",43.82047,-123.33354,3,1,"Hermit Warbler",0.699480912,0.22315934,0.188989842,-0.026471322
"43.82148_-123.64584_2018-05-23_WDRobinson",43.82148,-123.64584,1,1,"Hermit Warbler",0.560486493,0.244869747,0.14860506,-0.073890242
"43.82228_-123.33201_2014-06-03_JRCurtis",43.82228,-123.33201,2,1,"Hermit Warbler",0.699995123,0.242643948,0.205312658,-0.03071936
"43.832896_-124.057086_2018-05-25_TAHallman",43.832896,-124.057086,0,0,"Hermit Warbler",0.629805007,0.295377918,0.22043312,-0.068470195
"43.83335_-122.98989_2014-06-26_TAHallman",43.83335,-122.98989,1,1,"Hermit Warbler",0.59226594,0.280025613,0.185279346,-0.071381629
"43.83587_-123.751_2018-05-23_WDRobinson",43.83587,-123.751,1,1,"Hermit Warbler",0.728970316,0.229713494,0.206465608,-0.019919727
"43.83714_-123.75296_2018-05-23_WDRobinson",43.83714,-123.75296,1,1,"Hermit Warbler",0.725235457,0.23339025,0.208377419,-0.022374972
"43.83972_-122.71217_2019-05-26_JRCurtis",43.83972,-122.71217,1,1,"Hermit Warbler",0.698479085,0.221828901,0.18822554,-0.028383665
"43.840759_-123.129931_2014-05-28_TAHallman",43.840759,-123.129931,0,0,"Hermit Warbler",0.598545112,0.262643559,0.173615573,-0.063768423
"43.84116_-122.7079_2014-06-05_JRCurtis",43.84116,-122.7079,1,1,"Hermit Warbler",0.682191829,0.215954381,0.177086521,-0.03007804
"43.8425_-122.70532_2014-06-05_JRCurtis",43.8425,-122.70532,2,1,"Hermit Warbler",0.683323826,0.226473535,0.186294285,-0.032306053
"43.84365_-122.60037_2014-06-10_TAHallman",43.84365,-122.60037,2,1,"Hermit Warbler",0.687100646,0.218046063,0.180028519,-0.027460714
"43.843901_-123.132778_2014-05-28_TAHallman",43.843901,-123.132778,1,1,"Hermit Warbler",0.652223995,0.245096643,0.185318368,-0.043107805
"43.84406_-122.69757_2014-06-05_JRCurtis",43.84406,-122.69757,1,1,"Hermit Warbler",0.679842584,0.215080983,0.17499675,-0.029686316
"43.84418_-122.69475_2014-06-05_JRCurtis",43.84418,-122.69475,2,1,"Hermit Warbler",0.680034096,0.209952437,0.170829496,-0.027914425
"43.84424_-122.70023_2014-06-05_JRCurtis",43.84424,-122.70023,1,1,"Hermit Warbler",0.683464743,0.224366277,0.184290212,-0.030581112
"43.84428_-122.70508_2019-05-26_JRCurtis",43.84428,-122.70508,1,1,"Hermit Warbler",0.697175393,0.235351157,0.199000111,-0.031698491
"43.84437_-122.70211_2019-05-26_JRCurtis",43.84437,-122.70211,1,1,"Hermit Warbler",0.694132026,0.229611471,0.193090077,-0.031249564
"43.84446_-122.70312_2014-06-05_JRCurtis",43.84446,-122.70312,2,1,"Hermit Warbler",0.683532816,0.235036713,0.192918802,-0.033680039
"43.84524_-122.59856_2014-06-10_TAHallman",43.84524,-122.59856,1,1,"Hermit Warbler",0.685201885,0.212031957,0.174504,-0.02657717
