"","x"
"1",6
"2",8
"3",5
"4",9
"5",7
"6",4
"7",6
"8",1
"9",9
"10",7
"11",6
"12",8
"13",4
"14",7
"15",7
"16",3
"17",1
"18",4
"19",1
"20",7
"21",8
"22",8
"23",7
"24",3
"25",7
"26",5
"27",8
"28",3
"29",2
"30",8
"31",9
"32",6
"33",8
"34",4
"35",6
"36",5
"37",3
"38",5
"39",2
"40",4
"41",8
"42",5
"43",4
"44",8
"45",3
"46",1
"47",2
"48",9
"49",9
"50",9
"51",1
"52",3
"53",5
"54",9
"55",6
"56",3
"57",5
"58",4
"59",2
"60",3
"61",3
"62",6
"63",5
"64",5
"65",7
"66",9
"67",7
"68",3
"69",5
"70",9
"71",5
"72",2
"73",5
"74",2
"75",5
"76",5
"77",1
"78",9
"79",9
"80",3
"81",1
"82",4
"83",6
"84",9
"85",7
"86",5
"87",7
"88",3
"89",7
"90",7
"91",5
"92",3
"93",7
"94",1
"95",8
"96",5
"97",4
"98",1
"99",1
"100",3
"101",5
"102",5
"103",6
"104",7
"105",1
"106",3
"107",5
"108",5
"109",3
"110",5
"111",5
"112",2
"113",6
"114",4
"115",6
"116",5
"117",9
"118",9
"119",9
"120",6
"121",1
"122",8
"123",7
"124",7
"125",7
"126",7
"127",6
"128",3
"129",1
"130",4
"131",1
"132",5
"133",7
"134",8
"135",7
"136",4
"137",9
"138",9
"139",7
"140",6
"141",6
"142",6
"143",6
"144",8
"145",8
"146",7
"147",5
"148",7
"149",8
"150",2
"151",8
"152",1
"153",2
"154",4
"155",3
"156",2
"157",5
"158",3
"159",2
"160",3
"161",9
"162",3
"163",5
"164",7
"165",5
"166",7
"167",8
"168",7
"169",4
"170",7
"171",7
"172",5
"173",8
"174",2
"175",5
"176",2
"177",7
"178",4
"179",2
"180",5
"181",6
"182",2
"183",7
"184",7
"185",8
"186",7
"187",7
"188",7
"189",4
"190",6
"191",2
"192",5
"193",8
"194",1
"195",7
"196",2
"197",3
"198",3
"199",1
"200",2
"201",4
"202",3
"203",1
"204",9
"205",3
"206",2
"207",3
"208",7
"209",6
"210",9
"211",8
"212",2
"213",8
"214",7
"215",7
"216",7
"217",8
"218",3
"219",3
"220",1
"221",9
"222",2
"223",2
"224",2
"225",5
"226",2
"227",5
"228",3
"229",1
"230",1
"231",7
"232",6
"233",8
"234",1
"235",3
"236",6
"237",4
"238",9
"239",9
"240",2
"241",1
"242",2
"243",5
"244",3
"245",7
"246",9
"247",5
"248",2
"249",9
"250",4
"251",6
"252",4
"253",8
"254",4
"255",1
"256",8
"257",4
"258",4
"259",3
"260",6
"261",2
"262",9
"263",5
"264",7
"265",2
"266",1
"267",9
"268",8
"269",8
"270",1
"271",7
"272",7
"273",8
"274",8
"275",3
"276",2
"277",2
"278",4
"279",1
"280",1
"281",8
"282",5
"283",7
"284",5
"285",8
"286",4
"287",3
"288",5
"289",4
"290",1
"291",2
"292",7
"293",4
"294",2
"295",2
"296",6
"297",7
"298",4
"299",9
"300",6
"301",8
"302",4
"303",7
"304",1
"305",4
"306",2
"307",7
"308",5
"309",1
"310",2
"311",7
"312",6
"313",7
"314",7
"315",3
"316",9
"317",6
"318",6
"319",7
"320",3
"321",7
"322",6
"323",6
"324",9
"325",3
"326",2
"327",3
"328",6
"329",9
"330",5
"331",5
"332",4
"333",7
"334",9
"335",6
"336",9
"337",6
"338",1
"339",2
"340",7
"341",2
"342",9
"343",7
"344",5
"345",9
"346",5
"347",3
"348",7
"349",6
"350",9
"351",5
"352",7
"353",9
"354",1
"355",1
"356",8
"357",7
"358",2
"359",1
"360",8
"361",6
"362",5
"363",7
"364",2
"365",1
"366",4
"367",1
"368",5
"369",6
"370",6
"371",1
"372",8
"373",8
"374",3
"375",1
"376",8
"377",6
"378",4
"379",7
"380",5
"381",2
"382",7
"383",4
"384",5
"385",9
"386",6
"387",9
"388",4
"389",1
"390",4
"391",2
"392",6
"393",8
"394",9
"395",5
"396",6
"397",7
"398",8
"399",1
"400",8
"401",5
"402",5
"403",2
"404",6
"405",1
"406",2
"407",2
"408",8
"409",8
"410",9
"411",6
"412",3
"413",9
"414",8
"415",8
"416",3
"417",2
"418",2
"419",1
"420",4
"421",5
"422",6
"423",1
"424",4
"425",3
"426",2
"427",8
"428",1
"429",2
"430",9
"431",6
"432",4
"433",9
"434",3
"435",5
"436",2
"437",7
"438",9
"439",5
"440",4
"441",7
"442",4
"443",5
"444",2
"445",3
"446",6
"447",3
"448",8
"449",7
"450",5
"451",9
"452",3
"453",6
"454",2
"455",6
"456",6
"457",4
"458",3
"459",4
"460",8
"461",8
"462",7
"463",7
"464",8
"465",1
"466",6
"467",4
"468",2
"469",2
"470",3
"471",5
"472",5
"473",3
"474",5
"475",8
"476",9
"477",1
"478",8
"479",9
"480",5
"481",2
"482",2
"483",7
"484",5
"485",6
"486",4
"487",7
"488",7
"489",5
"490",3
"491",9
"492",3
"493",7
"494",6
"495",1
"496",4
"497",4
"498",6
"499",9
"500",3
"501",3
"502",9
"503",6
"504",3
"505",3
"506",3
"507",4
"508",8
"509",2
"510",5
"511",4
"512",1
"513",7
"514",6
"515",6
"516",9
"517",5
"518",8
"519",1
"520",2
"521",5
"522",3
"523",7
"524",6
"525",4
"526",4
"527",4
"528",8
"529",5
"530",2
"531",4
"532",3
"533",4
"534",5
"535",9
"536",9
"537",1
"538",2
"539",6
"540",5
"541",9
"542",4
"543",9
"544",9
"545",7
"546",3
"547",4
"548",6
"549",8
"550",4
"551",9
"552",9
"553",8
"554",7
"555",8
"556",5
"557",5
"558",7
"559",5
"560",3
"561",3
"562",9
"563",2
"564",1
"565",3
"566",9
"567",7
"568",6
"569",5
"570",1
"571",5
"572",5
"573",9
"574",4
"575",5
"576",1
"577",3
"578",3
"579",5
"580",5
"581",5
"582",2
"583",6
"584",8
"585",6
"586",3
"587",1
"588",2
"589",7
"590",4
"591",3
"592",1
"593",1
"594",5
"595",1
"596",4
"597",9
"598",8
"599",9
"600",4
"601",3
"602",5
"603",6
"604",5
"605",4
"606",4
"607",6
"608",4
"609",2
"610",5
"611",9
"612",2
"613",7
"614",2
"615",2
"616",1
"617",3
"618",8
"619",1
"620",4
"621",1
"622",5
"623",1
"624",8
"625",2
"626",5
"627",3
"628",6
"629",8
"630",1
"631",7
"632",9
"633",4
"634",5
"635",9
"636",4
"637",5
"638",2
"639",1
"640",8
"641",5
"642",4
"643",8
"644",5
"645",9
"646",5
"647",1
"648",1
"649",1
"650",3
"651",4
"652",2
"653",2
"654",1
"655",2
"656",4
"657",8
"658",9
"659",6
"660",3
"661",7
"662",9
"663",8
"664",9
"665",4
"666",2
"667",5
"668",1
"669",6
"670",9
"671",6
"672",6
"673",6
"674",9
"675",5
"676",2
"677",8
"678",1
"679",8
"680",3
"681",4
"682",5
"683",1
"684",2
"685",3
"686",3
"687",7
"688",3
"689",3
"690",3
"691",3
"692",5
"693",8
"694",1
"695",1
"696",8
"697",8
"698",6
"699",6
"700",9
"701",4
"702",4
"703",4
"704",4
"705",3
"706",5
"707",7
"708",6
"709",7
"710",8
"711",8
"712",3
"713",3
"714",6
"715",8
"716",2
"717",9
"718",8
"719",3
"720",9
"721",4
"722",4
"723",5
"724",3
"725",6
"726",6
"727",6
"728",8
"729",8
"730",7
"731",1
"732",4
"733",6
"734",7
"735",9
"736",1
"737",8
"738",7
"739",9
"740",4
"741",3
"742",4
"743",7
"744",4
"745",1
"746",3
"747",6
"748",4
"749",6
"750",9
"751",7
"752",8
"753",6
"754",1
"755",1
"756",4
"757",8
"758",7
"759",7
"760",4
"761",7
"762",5
"763",9
"764",2
"765",6
"766",8
"767",7
"768",5
"769",7
"770",8
"771",2
"772",3
"773",4
"774",9
"775",8
"776",2
"777",7
"778",5
"779",1
"780",6
"781",3
"782",3
"783",3
"784",8
"785",8
"786",1
"787",2
"788",8
"789",8
"790",4
"791",8
"792",3
"793",4
"794",5
"795",4
"796",6
"797",1
"798",2
"799",6
"800",5
"801",5
"802",6
"803",4
"804",1
"805",7
"806",3
"807",4
"808",5
"809",4
"810",9
"811",1
"812",4
"813",6
"814",9
"815",9
"816",6
"817",1
"818",2
"819",8
"820",9
"821",9
"822",7
"823",1
"824",1
"825",9
"826",3
"827",1
"828",3
"829",6
"830",3
"831",3
"832",6
"833",7
"834",4
"835",8
"836",1
"837",2
"838",9
"839",9
"840",8
"841",9
"842",5
"843",8
"844",7
"845",2
"846",7
"847",4
"848",1
"849",9
"850",3
"851",1
"852",8
"853",3
"854",5
"855",9
"856",2
"857",8
"858",5
"859",7
"860",4
"861",4
"862",2
"863",7
"864",5
"865",3
"866",7
"867",2
"868",3
"869",8
"870",6
"871",9
"872",7
"873",2
"874",8
"875",8
"876",2
"877",4
"878",6
"879",7
"880",9
"881",8
"882",3
"883",3
"884",5
"885",5
"886",9
"887",9
"888",4
"889",3
"890",5
"891",6
"892",9
"893",2
"894",5
"895",7
"896",2
"897",7
"898",6
"899",1
"900",3
"901",5
"902",5
"903",5
"904",9
"905",1
"906",7
"907",1
"908",2
"909",6
"910",2
"911",9
"912",9
"913",2
"914",5
"915",1
"916",9
"917",5
"918",5
"919",5
"920",8
"921",1
"922",1
"923",5
"924",9
"925",5
"926",9
"927",8
"928",6
"929",9
"930",5
"931",9
"932",3
"933",7
"934",9
"935",8
"936",2
"937",6
"938",7
"939",5
"940",6
"941",7
"942",4
"943",5
"944",8
"945",5
"946",5
"947",1
"948",4
"949",6
"950",7
"951",2
"952",8
"953",4
"954",1
"955",7
"956",5
"957",9
"958",2
"959",6
"960",5
"961",1
"962",2
"963",9
"964",6
"965",2
"966",2
"967",4
"968",2
"969",2
"970",5
"971",3
"972",8
"973",7
"974",2
"975",6
"976",6
"977",2
"978",1
"979",3
"980",4
"981",8
"982",4
"983",1
"984",6
"985",5
"986",2
"987",6
"988",8
"989",3
"990",3
"991",2
"992",5
"993",3
"994",7
"995",6
"996",5
"997",8
"998",4
"999",3
"1000",4
"1001",2
"1002",9
"1003",1
"1004",1
"1005",6
"1006",3
"1007",3
"1008",8
"1009",3
"1010",9
"1011",1
"1012",8
"1013",2
"1014",9
"1015",8
"1016",5
"1017",9
"1018",8
"1019",7
"1020",6
"1021",6
"1022",8
"1023",8
"1024",3
"1025",9
"1026",3
"1027",7
"1028",7
"1029",3
"1030",9
"1031",6
"1032",9
"1033",2
"1034",6
"1035",3
"1036",3
"1037",5
"1038",1
"1039",3
"1040",5
"1041",3
"1042",1
"1043",3
"1044",7
"1045",7
"1046",6
"1047",5
"1048",5
"1049",7
"1050",3
"1051",9
"1052",7
"1053",3
"1054",6
"1055",3
"1056",1
"1057",7
"1058",5
"1059",3
"1060",3
"1061",3
"1062",9
"1063",8
"1064",8
"1065",2
"1066",1
"1067",3
"1068",8
"1069",7
"1070",6
"1071",2
"1072",8
"1073",2
"1074",4
"1075",8
"1076",7
"1077",9
"1078",9
"1079",8
"1080",9
"1081",7
"1082",6
"1083",9
"1084",5
"1085",3
"1086",3
"1087",2
"1088",4
"1089",6
"1090",1
"1091",2
"1092",6
"1093",7
"1094",5
"1095",9
"1096",2
"1097",5
"1098",5
"1099",6
"1100",3
"1101",8
"1102",8
"1103",5
"1104",9
"1105",7
"1106",8
"1107",3
"1108",6
"1109",2
"1110",3
"1111",3
"1112",1
"1113",8
"1114",4
"1115",5
"1116",2
"1117",4
"1118",3
"1119",7
"1120",8
"1121",3
"1122",2
"1123",4
"1124",9
"1125",3
"1126",2
"1127",5
"1128",6
"1129",2
"1130",7
"1131",1
"1132",1
"1133",5
"1134",8
"1135",1
"1136",1
"1137",6
"1138",7
"1139",5
"1140",1
"1141",6
"1142",9
"1143",7
"1144",5
"1145",2
"1146",4
"1147",7
"1148",4
"1149",4
"1150",9
"1151",2
"1152",6
"1153",3
"1154",6
"1155",6
"1156",5
"1157",5
"1158",1
"1159",8
"1160",8
"1161",6
"1162",6
"1163",5
"1164",9
"1165",1
"1166",5
"1167",8
"1168",9
"1169",2
"1170",7
"1171",2
"1172",6
"1173",2
"1174",1
"1175",3
"1176",4
"1177",1
"1178",7
"1179",5
"1180",1
"1181",4
"1182",5
"1183",1
"1184",8
"1185",3
"1186",2
"1187",3
"1188",6
"1189",9
"1190",4
"1191",1
"1192",8
"1193",4
"1194",2
"1195",8
"1196",8
"1197",9
"1198",1
"1199",3
"1200",4
"1201",7
"1202",9
"1203",6
"1204",8
"1205",3
"1206",9
"1207",5
"1208",2
"1209",8
"1210",1
"1211",5
"1212",6
"1213",9
"1214",8
"1215",7
"1216",1
"1217",6
"1218",6
"1219",7
"1220",8
"1221",2
"1222",2
"1223",9
"1224",1
"1225",6
"1226",6
"1227",3
"1228",7
"1229",3
"1230",1
"1231",6
"1232",5
"1233",7
"1234",9
"1235",4
"1236",6
"1237",7
"1238",7
"1239",1
"1240",2
"1241",9
"1242",8
"1243",6
"1244",8
"1245",3
"1246",7
"1247",9
"1248",4
"1249",4
"1250",6
"1251",6
"1252",1
"1253",9
"1254",7
"1255",1
"1256",9
"1257",9
"1258",8
"1259",2
"1260",2
"1261",9
"1262",4
"1263",8
"1264",5
"1265",9
"1266",3
"1267",3
"1268",9
"1269",2
"1270",4
"1271",5
"1272",3
"1273",5
"1274",4
"1275",2
"1276",6
"1277",9
"1278",3
"1279",4
"1280",9
"1281",2
"1282",2
"1283",3
"1284",6
"1285",4
"1286",8
"1287",6
"1288",1
"1289",4
"1290",3
"1291",2
"1292",3
"1293",6
"1294",1
"1295",4
"1296",6
"1297",3
"1298",4
"1299",8
"1300",9
"1301",5
"1302",7
"1303",9
"1304",5
"1305",3
"1306",3
"1307",8
"1308",4
"1309",5
"1310",1
"1311",2
"1312",6
"1313",2
"1314",9
"1315",2
"1316",4
"1317",8
"1318",4
"1319",6
"1320",6
"1321",6
"1322",4
"1323",7
"1324",3
"1325",1
"1326",3
"1327",3
"1328",2
"1329",7
"1330",9
"1331",8
"1332",6
"1333",1
"1334",5
"1335",7
"1336",6
"1337",5
"1338",1
"1339",9
"1340",5
"1341",3
"1342",6
"1343",1
"1344",3
"1345",8
"1346",2
"1347",8
"1348",1
"1349",1
"1350",2
"1351",1
"1352",3
"1353",7
"1354",3
"1355",6
"1356",8
"1357",3
"1358",8
"1359",2
"1360",1
"1361",2
"1362",7
"1363",4
"1364",2
"1365",3
"1366",1
"1367",4
"1368",8
"1369",2
"1370",4
"1371",6
"1372",8
"1373",2
"1374",6
"1375",7
"1376",8
"1377",8
"1378",4
"1379",9
"1380",1
"1381",1
"1382",3
"1383",4
"1384",6
"1385",8
"1386",7
"1387",2
"1388",7
"1389",9
"1390",8
"1391",9
"1392",5
"1393",3
"1394",7
"1395",1
"1396",3
"1397",3
"1398",1
"1399",3
"1400",3
"1401",7
"1402",7
"1403",6
"1404",1
"1405",6
"1406",1
"1407",5
"1408",4
"1409",6
"1410",6
"1411",1
"1412",8
"1413",8
"1414",3
"1415",2
"1416",6
"1417",2
"1418",9
"1419",7
"1420",8
"1421",1
"1422",5
"1423",1
"1424",9
"1425",5
"1426",3
"1427",8
"1428",3
"1429",6
"1430",1
"1431",2
"1432",3
"1433",9
"1434",8
"1435",8
"1436",4
"1437",7
"1438",4
"1439",8
"1440",7
"1441",2
"1442",2
"1443",1
"1444",5
"1445",1
"1446",9
"1447",8
"1448",1
"1449",1
"1450",2
"1451",1
"1452",9
"1453",2
"1454",2
"1455",4
"1456",7
"1457",8
"1458",9
"1459",9
"1460",6
"1461",4
"1462",7
"1463",3
"1464",1
"1465",4
"1466",5
"1467",8
"1468",8
"1469",7
"1470",4
"1471",3
"1472",5
"1473",6
"1474",9
"1475",8
"1476",7
"1477",1
"1478",6
"1479",3
"1480",4
"1481",6
"1482",6
"1483",1
"1484",4
"1485",3
"1486",7
"1487",9
"1488",3
"1489",4
"1490",4
"1491",6
"1492",1
"1493",1
"1494",1
"1495",3
"1496",9
"1497",9
"1498",6
"1499",2
"1500",1
"1501",9
"1502",8
"1503",6
"1504",3
"1505",7
"1506",4
"1507",4
"1508",3
"1509",7
"1510",8
"1511",8
"1512",3
"1513",4
"1514",6
"1515",6
"1516",3
"1517",6
"1518",7
"1519",1
"1520",4
"1521",5
"1522",2
"1523",9
"1524",5
"1525",3
"1526",7
"1527",5
"1528",7
"1529",8
"1530",3
"1531",3
"1532",5
"1533",6
"1534",9
"1535",1
"1536",5
"1537",2
"1538",8
"1539",8
"1540",4
"1541",6
"1542",4
"1543",7
"1544",7
"1545",6
"1546",7
"1547",5
"1548",5
"1549",8
"1550",2
"1551",9
"1552",7
"1553",2
"1554",9
"1555",4
"1556",7
"1557",9
"1558",9
"1559",9
"1560",2
"1561",1
"1562",3
"1563",3
"1564",6
"1565",4
"1566",2
"1567",6
"1568",2
"1569",7
"1570",9
"1571",4
"1572",2
"1573",5
"1574",6
"1575",4
"1576",2
"1577",4
"1578",5
"1579",7
"1580",7
"1581",4
"1582",4
"1583",5
"1584",4
"1585",4
"1586",9
"1587",1
"1588",1
"1589",9
"1590",9
"1591",5
"1592",8
"1593",8
"1594",6
"1595",5
"1596",9
"1597",1
"1598",1
"1599",7
"1600",1
"1601",8
"1602",7
"1603",9
"1604",4
"1605",8
"1606",2
"1607",8
"1608",7
"1609",9
"1610",2
"1611",8
"1612",2
"1613",6
"1614",3
"1615",9
"1616",7
"1617",1
"1618",7
"1619",7
"1620",8
"1621",5
"1622",9
"1623",7
"1624",3
"1625",6
"1626",4
"1627",4
"1628",4
"1629",7
"1630",1
"1631",8
"1632",5
"1633",6
"1634",8
"1635",8
"1636",7
"1637",6
"1638",4
"1639",8
"1640",8
"1641",1
"1642",5
"1643",8
"1644",5
"1645",5
"1646",2
"1647",7
"1648",5
"1649",2
"1650",1
"1651",9
"1652",8
"1653",7
"1654",5
"1655",2
"1656",8
"1657",5
"1658",7
"1659",3
"1660",9
"1661",6
"1662",5
"1663",7
"1664",9
"1665",8
"1666",8
"1667",8
"1668",1
"1669",3
"1670",5
"1671",4
"1672",4
"1673",7
"1674",4
"1675",2
"1676",9
"1677",2
"1678",8
"1679",5
"1680",6
"1681",6
"1682",4
"1683",9
"1684",7
"1685",3
"1686",7
"1687",3
"1688",7
"1689",4
"1690",8
"1691",4
"1692",9
"1693",3
"1694",6
"1695",1
"1696",1
"1697",6
"1698",2
"1699",2
"1700",3
"1701",1
"1702",5
"1703",4
"1704",6
"1705",3
"1706",9
"1707",8
"1708",3
"1709",8
"1710",5
"1711",2
"1712",9
"1713",1
"1714",5
"1715",3
"1716",3
"1717",9
"1718",2
"1719",7
"1720",8
"1721",2
"1722",2
"1723",5
"1724",6
"1725",8
"1726",8
"1727",8
"1728",1
"1729",3
"1730",7
"1731",4
"1732",2
"1733",4
"1734",8
"1735",2
"1736",2
"1737",4
"1738",1
"1739",4
"1740",7
"1741",8
"1742",4
"1743",5
"1744",9
"1745",7
"1746",1
"1747",4
"1748",4
"1749",7
"1750",8
"1751",1
"1752",4
"1753",5
"1754",3
"1755",4
"1756",5
"1757",6
"1758",3
"1759",2
"1760",4
"1761",9
"1762",7
"1763",9
"1764",4
"1765",7
"1766",6
"1767",6
"1768",9
"1769",6
"1770",4
"1771",6
"1772",3
"1773",8
"1774",2
"1775",1
"1776",5
"1777",4
"1778",2
"1779",7
"1780",4
"1781",1
"1782",3
"1783",8
"1784",9
"1785",1
"1786",1
"1787",2
"1788",1
"1789",1
"1790",6
"1791",7
"1792",3
"1793",4
"1794",2
"1795",7
"1796",3
"1797",8
"1798",3
"1799",5
"1800",8
