"","x"
"1",4
"2",5
"3",5
"4",2
"5",2
"6",1
"7",5
"8",1
"9",1
"10",2
"11",9
"12",5
"13",2
"14",5
"15",5
"16",5
"17",9
"18",5
"19",5
"20",9
"21",6
"22",9
"23",5
"24",6
"25",5
"26",4
"27",4
"28",4
"29",4
"30",6
"31",6
"32",6
"33",4
"34",2
"35",9
"36",8
"37",5
"38",6
"39",5
"40",1
"41",6
"42",8
"43",2
"44",5
"45",5
"46",8
"47",9
"48",4
"49",5
"50",2
"51",6
"52",2
"53",6
"54",2
"55",1
"56",6
"57",4
"58",3
"59",4
"60",5
"61",2
"62",6
"63",5
"64",2
"65",2
"66",4
"67",1
"68",8
"69",5
"70",5
"71",2
"72",1
"73",5
"74",2
"75",4
"76",5
"77",2
"78",4
"79",1
"80",5
"81",5
"82",5
"83",5
"84",4
"85",2
"86",6
"87",9
"88",5
"89",4
"90",4
"91",2
"92",2
"93",5
"94",2
"95",6
"96",1
"97",2
"98",2
"99",2
"100",8
"101",8
"102",4
"103",1
"104",2
"105",1
"106",5
"107",5
"108",2
"109",5
"110",5
"111",4
"112",2
"113",4
"114",5
"115",5
"116",4
"117",5
"118",6
"119",8
"120",5
"121",2
"122",8
"123",9
"124",2
"125",5
"126",9
"127",1
"128",2
"129",1
"130",4
"131",6
"132",8
"133",2
"134",8
"135",5
"136",5
"137",6
"138",2
"139",4
"140",4
"141",5
"142",8
"143",9
"144",1
"145",2
"146",4
"147",2
"148",6
"149",9
"150",4
"151",6
"152",1
"153",6
"154",4
"155",5
"156",5
"157",5
"158",5
"159",4
"160",2
"161",9
"162",9
"163",1
"164",6
"165",2
"166",2
"167",6
"168",5
"169",2
"170",8
"171",5
"172",2
"173",2
"174",1
"175",6
"176",2
"177",5
"178",1
"179",4
"180",2
"181",4
"182",5
"183",1
"184",5
"185",5
"186",8
"187",8
"188",5
"189",5
"190",6
"191",5
"192",4
"193",2
"194",5
"195",5
"196",5
"197",5
"198",2
"199",6
"200",2
"201",5
"202",1
"203",5
"204",5
"205",2
"206",6
"207",1
"208",5
"209",1
"210",5
"211",4
"212",1
"213",5
"214",5
"215",2
"216",3
"217",2
"218",5
"219",1
"220",1
"221",1
"222",5
"223",5
"224",5
"225",5
"226",2
"227",2
"228",1
"229",5
"230",5
"231",5
"232",9
"233",5
"234",3
"235",5
"236",8
"237",5
"238",9
"239",2
"240",2
"241",2
"242",8
"243",9
"244",6
"245",6
"246",2
"247",1
"248",2
"249",2
"250",2
"251",2
"252",4
"253",5
"254",2
"255",6
"256",5
"257",2
"258",5
"259",8
"260",4
"261",4
"262",1
"263",5
"264",2
"265",9
"266",4
"267",2
"268",5
"269",8
"270",5
"271",9
"272",2
"273",5
"274",6
"275",1
"276",1
"277",4
"278",2
"279",4
"280",3
"281",4
"282",9
"283",2
"284",8
"285",1
"286",5
"287",5
"288",2
"289",5
"290",1
"291",5
"292",5
"293",2
"294",5
"295",2
"296",1
"297",5
"298",2
"299",1
"300",1
"301",5
"302",8
"303",5
"304",9
"305",9
"306",5
"307",9
"308",5
"309",4
"310",5
"311",5
"312",2
"313",5
"314",4
"315",6
"316",2
"317",3
"318",2
"319",5
"320",8
"321",2
"322",5
"323",2
"324",6
"325",1
"326",2
"327",5
"328",4
"329",3
"330",2
"331",8
"332",5
"333",8
"334",5
"335",1
"336",9
"337",4
"338",3
"339",2
"340",1
"341",2
"342",5
"343",2
"344",8
"345",5
"346",5
"347",2
"348",4
"349",5
"350",5
"351",5
"352",6
"353",5
"354",2
"355",1
"356",5
"357",2
"358",2
"359",1
"360",5
"361",5
"362",9
"363",3
"364",6
"365",5
"366",4
"367",2
"368",8
"369",1
"370",4
"371",1
"372",9
"373",2
"374",6
"375",2
"376",8
"377",5
"378",8
"379",2
"380",5
"381",1
"382",2
"383",2
"384",2
"385",5
"386",4
"387",5
"388",2
"389",2
"390",9
"391",2
"392",2
"393",8
"394",8
"395",5
"396",5
"397",5
"398",8
"399",5
"400",2
"401",5
"402",1
"403",8
"404",6
"405",1
"406",2
"407",2
"408",5
"409",5
"410",8
"411",9
"412",5
"413",9
"414",2
"415",2
"416",6
"417",8
"418",5
"419",5
"420",5
"421",5
"422",2
"423",5
"424",1
"425",2
"426",5
"427",8
"428",8
"429",5
"430",5
"431",5
"432",9
"433",8
"434",8
"435",5
"436",2
"437",2
"438",8
"439",6
"440",4
"441",3
"442",5
"443",5
"444",5
"445",2
"446",2
"447",1
"448",5
"449",5
"450",1
"451",5
"452",2
"453",8
"454",8
"455",1
"456",8
"457",2
"458",5
"459",5
"460",5
"461",2
"462",9
"463",2
"464",5
"465",9
"466",6
"467",2
"468",1
"469",5
"470",1
"471",1
"472",2
"473",6
"474",1
"475",2
"476",1
"477",2
"478",4
"479",5
"480",1
"481",2
"482",5
"483",4
"484",9
"485",2
"486",8
"487",5
"488",5
"489",2
"490",5
"491",8
"492",1
"493",5
"494",6
"495",9
"496",6
"497",2
"498",5
"499",1
"500",1
"501",5
"502",1
"503",2
"504",6
"505",1
"506",9
"507",2
"508",8
"509",9
"510",5
"511",5
"512",2
"513",9
"514",5
"515",1
"516",6
"517",2
"518",5
"519",2
"520",2
"521",4
"522",1
"523",2
"524",8
"525",6
"526",2
"527",8
"528",2
"529",5
"530",8
"531",2
"532",4
"533",6
"534",6
"535",2
"536",1
"537",1
"538",5
"539",5
"540",2
"541",2
"542",5
"543",2
"544",8
"545",2
"546",6
"547",2
"548",8
"549",2
"550",2
"551",6
"552",5
"553",5
"554",5
"555",5
"556",9
"557",2
"558",2
"559",5
"560",1
"561",6
"562",9
"563",9
"564",5
"565",1
"566",5
"567",5
"568",4
"569",5
"570",5
"571",8
"572",1
"573",5
"574",9
"575",9
"576",2
"577",5
"578",5
"579",5
"580",5
"581",6
"582",1
"583",5
"584",8
"585",2
"586",6
"587",5
"588",5
"589",9
"590",2
"591",5
"592",2
"593",5
"594",1
"595",4
"596",8
"597",8
"598",5
"599",5
"600",2
"601",4
"602",2
"603",5
"604",2
"605",2
"606",5
"607",2
"608",1
"609",5
"610",1
"611",5
"612",5
"613",2
"614",2
"615",9
"616",2
"617",5
"618",5
"619",9
"620",8
"621",2
"622",5
"623",6
"624",5
"625",1
