"","x"
"1",9
"2",9
"3",8
"4",8
"5",8
"6",3
"7",2
"8",9
"9",6
"10",8
"11",8
"12",9
"13",2
"14",7
"15",2
"16",3
"17",8
"18",8
"19",8
"20",3
"21",8
"22",8
"23",2
"24",8
"25",2
"26",8
"27",6
"28",8
"29",9
"30",7
"31",2
"32",8
"33",6
"34",9
"35",3
"36",9
"37",8
"38",6
"39",8
"40",7
"41",3
"42",2
"43",8
"44",9
"45",2
"46",6
"47",8
"48",8
"49",8
"50",2
"51",9
"52",3
"53",2
"54",9
"55",8
"56",8
"57",3
"58",6
"59",6
"60",6
"61",9
"62",9
"63",8
"64",6
"65",6
"66",2
"67",3
"68",8
"69",8
"70",9
"71",9
"72",8
"73",9
"74",3
"75",2
"76",8
"77",8
"78",9
"79",7
"80",8
"81",9
"82",7
"83",6
"84",3
"85",2
"86",8
"87",8
"88",3
"89",9
"90",8
"91",8
"92",8
"93",8
"94",8
"95",2
"96",7
"97",6
"98",2
"99",2
"100",9
"101",8
"102",8
"103",2
"104",2
"105",8
"106",8
"107",8
"108",9
"109",6
"110",8
"111",8
"112",9
"113",3
"114",2
"115",2
"116",7
"117",2
"118",8
"119",3
"120",6
"121",2
"122",9
"123",2
"124",9
"125",8
"126",6
"127",2
"128",6
"129",3
"130",9
"131",8
"132",7
"133",7
"134",8
"135",9
"136",8
"137",6
"138",8
"139",9
"140",8
"141",6
"142",7
"143",9
"144",9
"145",8
"146",9
"147",9
"148",9
"149",3
"150",8
"151",9
"152",8
"153",9
"154",9
"155",8
"156",8
"157",7
"158",8
"159",8
"160",2
"161",8
"162",3
"163",3
"164",6
"165",9
"166",8
"167",8
"168",9
"169",9
"170",8
"171",8
"172",9
"173",8
"174",3
"175",3
"176",6
"177",3
"178",8
"179",9
"180",9
"181",8
"182",2
"183",6
"184",3
"185",8
"186",6
"187",3
"188",8
"189",8
"190",6
"191",2
"192",8
"193",7
"194",3
"195",3
"196",7
"197",6
"198",9
"199",6
"200",9
"201",2
"202",8
"203",3
"204",7
"205",9
"206",8
"207",9
"208",7
"209",8
"210",8
"211",8
"212",9
"213",7
"214",8
"215",8
"216",9
"217",8
"218",3
"219",9
"220",9
"221",8
"222",3
"223",3
"224",7
"225",8
"226",2
"227",8
"228",9
"229",3
"230",9
"231",9
"232",9
"233",8
"234",2
"235",8
"236",2
"237",6
"238",8
"239",7
"240",9
"241",3
"242",2
"243",3
"244",7
"245",8
"246",6
"247",3
"248",6
"249",8
"250",9
"251",9
"252",9
"253",9
"254",8
"255",3
"256",3
"257",8
"258",3
"259",3
"260",8
"261",9
"262",8
"263",8
"264",8
"265",8
"266",3
"267",8
"268",9
"269",8
"270",9
"271",6
"272",3
"273",9
"274",8
"275",9
"276",2
"277",2
"278",6
"279",9
"280",3
"281",3
"282",3
"283",8
"284",9
"285",9
"286",9
"287",2
"288",3
"289",8
"290",9
"291",6
"292",8
"293",3
"294",9
"295",3
"296",2
"297",6
"298",9
"299",3
"300",8
"301",9
"302",8
"303",9
"304",8
"305",9
"306",7
"307",9
"308",3
"309",8
"310",8
"311",2
"312",3
"313",8
"314",8
"315",3
"316",8
"317",8
"318",2
"319",8
"320",8
"321",6
"322",9
"323",8
"324",3
"325",3
"326",6
"327",8
"328",8
"329",6
"330",9
"331",3
"332",6
"333",9
"334",7
"335",3
"336",3
"337",8
"338",9
"339",9
"340",6
"341",8
"342",8
"343",8
"344",8
"345",6
"346",7
"347",8
"348",6
"349",6
"350",9
"351",8
"352",8
"353",8
"354",3
"355",6
"356",3
"357",9
"358",6
"359",7
"360",8
"361",3
"362",6
"363",2
"364",3
"365",3
"366",6
"367",3
"368",9
"369",3
"370",8
"371",3
"372",8
"373",8
"374",8
"375",8
"376",6
"377",8
"378",9
"379",8
"380",8
"381",8
"382",9
"383",3
"384",2
"385",8
"386",8
"387",9
"388",3
"389",8
"390",3
"391",8
"392",8
"393",2
"394",7
"395",6
"396",3
"397",8
"398",3
"399",8
"400",3
"401",8
"402",2
"403",7
"404",9
"405",9
"406",6
"407",3
"408",3
"409",9
"410",6
"411",2
"412",2
"413",9
"414",8
"415",3
"416",3
"417",9
"418",8
"419",9
"420",8
"421",8
"422",2
"423",6
"424",9
"425",9
"426",8
"427",3
"428",2
"429",8
"430",3
"431",7
"432",6
"433",8
"434",8
"435",2
"436",2
"437",3
"438",3
"439",8
"440",8
"441",9
"442",9
"443",2
"444",2
"445",9
"446",9
"447",9
"448",6
"449",8
"450",8
"451",8
"452",6
"453",8
"454",3
"455",9
"456",8
"457",6
"458",6
"459",6
"460",8
"461",8
"462",8
"463",3
"464",7
"465",8
"466",8
"467",9
"468",3
"469",6
"470",2
"471",9
"472",2
"473",6
"474",9
"475",9
"476",8
"477",3
"478",6
"479",8
"480",8
"481",8
"482",8
"483",7
"484",3
"485",8
"486",8
"487",8
"488",8
"489",8
"490",8
"491",2
"492",8
"493",9
"494",8
"495",2
"496",8
"497",3
"498",3
"499",8
"500",8
"501",8
