"","x"
"1",2
"2",1
"3",9
"4",5
"5",3
"6",5
"7",2
"8",5
"9",5
"10",1
"11",4
"12",2
"13",9
"14",5
"15",5
"16",2
"17",3
"18",2
"19",2
"20",5
"21",9
"22",9
"23",2
"24",5
"25",6
"26",3
"27",2
"28",5
"29",2
"30",5
"31",1
"32",2
"33",9
"34",2
"35",2
"36",2
"37",5
"38",5
"39",2
"40",2
"41",2
"42",2
"43",1
"44",1
"45",2
"46",1
"47",5
"48",9
"49",5
"50",9
"51",5
"52",2
"53",9
"54",8
"55",9
"56",9
"57",1
"58",2
"59",2
"60",9
"61",5
"62",5
"63",2
"64",5
"65",3
"66",5
"67",3
"68",3
"69",2
"70",3
"71",5
"72",5
"73",3
"74",6
"75",1
"76",5
"77",2
"78",9
"79",4
"80",9
"81",3
"82",9
"83",3
"84",3
"85",2
"86",3
"87",9
"88",3
"89",3
"90",1
"91",3
"92",8
"93",2
"94",9
"95",2
"96",3
"97",5
"98",9
"99",5
"100",5
"101",5
"102",4
"103",3
"104",3
"105",6
"106",5
"107",2
"108",5
"109",3
"110",3
"111",5
"112",6
"113",3
"114",5
"115",2
"116",2
"117",3
"118",9
"119",3
"120",3
"121",9
"122",9
"123",6
"124",3
"125",5
"126",6
"127",2
"128",2
"129",2
"130",3
"131",9
"132",2
"133",5
"134",5
"135",3
"136",2
"137",2
"138",2
"139",9
"140",6
"141",3
"142",5
"143",5
"144",5
"145",9
"146",1
"147",9
"148",5
"149",3
"150",5
"151",5
"152",3
"153",5
"154",5
"155",3
"156",5
"157",2
"158",3
"159",3
"160",9
"161",9
"162",9
"163",4
"164",5
"165",2
"166",3
"167",9
"168",6
"169",2
"170",5
"171",3
"172",3
"173",2
"174",5
"175",2
"176",3
"177",3
"178",6
"179",4
"180",2
"181",5
"182",2
"183",3
"184",3
"185",5
"186",5
"187",5
"188",5
"189",2
"190",4
"191",1
"192",9
"193",1
"194",8
"195",2
"196",2
"197",3
"198",9
"199",3
"200",2
"201",3
"202",1
"203",3
"204",2
"205",1
"206",6
"207",8
"208",2
"209",5
"210",9
"211",9
"212",6
"213",2
"214",9
"215",3
"216",9
"217",5
"218",9
"219",5
"220",8
"221",2
"222",3
"223",2
"224",2
"225",9
"226",3
"227",1
"228",6
"229",3
"230",4
"231",9
"232",9
"233",2
"234",9
"235",2
"236",2
"237",4
"238",5
"239",4
"240",3
"241",9
"242",2
"243",3
"244",2
"245",4
"246",2
"247",1
"248",9
"249",5
"250",5
"251",2
"252",2
"253",9
"254",5
"255",2
"256",2
"257",2
"258",9
"259",2
"260",6
"261",2
"262",5
"263",9
"264",3
"265",9
"266",5
"267",2
"268",2
"269",2
"270",3
"271",5
"272",5
"273",9
"274",6
"275",9
"276",3
"277",5
"278",3
"279",3
"280",9
"281",9
"282",5
"283",3
"284",5
"285",2
"286",5
"287",3
"288",2
"289",9
"290",5
"291",2
"292",2
"293",5
"294",2
"295",2
"296",3
"297",5
"298",9
"299",6
"300",5
"301",3
"302",2
"303",2
"304",6
"305",5
"306",5
"307",9
"308",3
"309",6
"310",5
"311",2
"312",7
"313",2
"314",3
"315",5
"316",5
"317",6
"318",5
"319",5
"320",3
"321",4
"322",9
"323",9
"324",9
"325",6
"326",5
"327",2
"328",2
"329",1
"330",9
"331",3
"332",3
"333",5
"334",5
"335",3
"336",5
"337",3
"338",2
"339",9
"340",3
"341",9
"342",5
"343",3
"344",3
"345",3
"346",2
"347",8
"348",5
"349",3
"350",9
"351",3
"352",9
"353",2
"354",9
"355",9
"356",3
"357",3
"358",2
"359",2
"360",3
"361",3
"362",4
"363",6
"364",9
"365",5
"366",9
"367",9
"368",3
"369",9
"370",5
"371",1
"372",5
"373",3
"374",2
"375",3
"376",3
"377",3
"378",5
"379",3
"380",6
"381",9
"382",6
"383",4
"384",9
"385",5
"386",2
"387",3
"388",2
"389",3
"390",9
"391",5
"392",2
"393",2
"394",2
"395",5
"396",3
"397",3
"398",9
"399",4
"400",2
"401",6
"402",5
"403",2
"404",5
"405",2
"406",2
"407",6
"408",3
"409",4
"410",4
"411",9
"412",1
"413",5
"414",2
"415",3
"416",6
"417",2
"418",3
"419",5
"420",9
"421",3
"422",6
"423",4
"424",2
"425",3
"426",5
"427",2
"428",3
"429",3
"430",2
"431",3
"432",4
"433",2
"434",5
"435",9
"436",9
"437",5
"438",2
"439",9
"440",6
"441",5
"442",2
"443",2
"444",5
"445",3
"446",9
"447",2
"448",3
"449",5
"450",2
"451",3
"452",2
"453",6
"454",2
"455",2
"456",9
"457",5
"458",2
"459",2
"460",3
"461",2
"462",2
"463",5
"464",2
"465",2
"466",6
"467",3
"468",2
"469",1
"470",1
"471",5
"472",5
"473",3
"474",2
"475",3
"476",9
"477",3
"478",2
"479",2
"480",5
"481",5
"482",2
"483",6
"484",5
"485",3
"486",3
"487",9
"488",3
"489",5
"490",9
"491",1
"492",8
"493",2
"494",6
"495",3
"496",3
"497",3
"498",1
"499",5
"500",3
"501",3
"502",9
"503",4
"504",2
"505",9
"506",5
"507",9
"508",5
"509",5
"510",5
"511",5
"512",3
"513",2
"514",5
"515",2
"516",5
"517",9
"518",3
"519",3
"520",5
"521",3
"522",6
"523",4
"524",3
"525",5
"526",3
"527",8
"528",4
"529",3
"530",3
"531",5
"532",5
"533",5
"534",3
"535",5
"536",3
"537",4
"538",2
"539",1
"540",2
"541",5
"542",5
"543",9
"544",9
"545",2
"546",5
"547",8
"548",5
"549",4
"550",3
"551",1
"552",9
"553",3
"554",5
"555",3
"556",3
"557",5
"558",3
"559",5
"560",9
"561",5
"562",2
"563",5
"564",3
"565",5
"566",2
"567",9
"568",2
"569",2
"570",4
"571",8
"572",6
"573",3
"574",2
"575",2
"576",9
"577",9
"578",2
"579",2
"580",1
"581",5
"582",9
"583",2
"584",5
"585",3
"586",9
"587",2
"588",5
"589",3
"590",4
"591",5
"592",3
"593",9
"594",3
"595",6
"596",5
"597",9
"598",5
"599",9
"600",3
"601",5
"602",3
"603",1
"604",2
"605",5
"606",3
"607",2
"608",3
"609",2
"610",2
"611",3
"612",2
"613",9
"614",5
"615",2
"616",2
"617",5
"618",2
"619",5
"620",5
"621",3
"622",1
"623",2
"624",2
"625",3
"626",5
"627",5
"628",5
"629",8
"630",2
"631",9
"632",9
"633",3
"634",2
"635",9
"636",8
"637",3
"638",2
"639",5
"640",3
"641",2
"642",2
"643",1
"644",3
"645",2
"646",5
"647",3
"648",3
"649",5
"650",9
"651",2
"652",9
"653",2
"654",2
"655",3
"656",9
"657",3
"658",2
"659",4
"660",9
"661",9
"662",3
"663",5
"664",5
"665",9
"666",3
"667",2
"668",2
"669",8
"670",5
"671",5
"672",5
"673",9
"674",9
"675",2
"676",3
"677",8
"678",5
"679",2
"680",2
"681",2
"682",2
"683",4
"684",5
"685",9
"686",5
"687",9
"688",5
"689",9
"690",9
"691",6
"692",3
"693",6
"694",3
"695",2
"696",9
"697",5
"698",2
"699",5
"700",2
"701",5
"702",9
"703",2
"704",9
"705",2
"706",2
"707",2
"708",2
"709",2
"710",2
"711",5
"712",2
"713",4
"714",3
"715",9
"716",3
"717",3
"718",2
"719",5
"720",2
"721",5
"722",5
"723",2
"724",2
"725",9
"726",5
"727",9
"728",5
"729",3
"730",9
"731",3
"732",9
"733",4
"734",9
"735",5
"736",3
"737",3
"738",3
"739",2
"740",8
"741",9
"742",5
"743",8
"744",3
"745",2
"746",5
"747",5
"748",9
"749",2
"750",6
"751",5
"752",5
"753",5
"754",5
"755",3
"756",3
"757",9
"758",3
"759",1
"760",3
"761",3
"762",1
"763",5
"764",4
"765",5
"766",5
"767",8
"768",9
"769",2
"770",4
"771",4
"772",6
"773",9
"774",9
"775",2
"776",2
"777",9
"778",2
"779",5
"780",3
"781",9
"782",2
"783",9
"784",5
"785",3
"786",2
"787",2
"788",5
"789",5
"790",5
"791",3
"792",5
"793",2
"794",1
"795",8
"796",3
"797",2
"798",2
"799",5
"800",3
"801",5
"802",5
"803",9
"804",9
"805",9
"806",2
"807",2
"808",2
"809",5
"810",9
"811",2
"812",3
"813",6
"814",3
"815",1
"816",9
"817",9
"818",1
"819",6
"820",5
"821",3
"822",2
"823",5
"824",5
"825",2
"826",2
"827",3
"828",6
"829",2
"830",3
"831",2
"832",2
"833",2
"834",5
"835",6
"836",5
"837",2
"838",2
"839",1
"840",2
"841",9
"842",4
"843",9
"844",9
"845",1
"846",3
"847",3
"848",3
"849",4
"850",2
"851",5
"852",9
"853",3
"854",2
"855",2
"856",6
"857",5
"858",2
"859",5
"860",3
"861",2
"862",2
"863",3
"864",2
"865",4
"866",3
"867",5
"868",9
"869",8
"870",3
"871",5
"872",2
"873",3
"874",2
"875",6
"876",3
"877",9
"878",2
"879",3
"880",2
"881",5
"882",5
